SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/329/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 140 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.175e+00     8.248e-02  
T     =       4.363s      155.171s  

RSS   =    1.681e-03
SD    =    7.486e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.016e+00    1.607e-02
    2       2.000s     8.466e-01     8.242e-01   -2.240e-02
    3       3.000s     6.853e-01     6.715e-01   -1.374e-02
    4       4.000s     5.476e-01     5.500e-01    2.425e-03
    5       5.000s     4.432e-01     4.533e-01    1.009e-02
    6       6.000s     3.648e-01     3.763e-01    1.153e-02
    7       7.000s     3.044e-01     3.150e-01    1.051e-02
    8       8.000s     2.594e-01     2.661e-01    6.733e-03
    9       9.000s     2.261e-01     2.271e-01    1.042e-03
   10      10.000s     1.994e-01     1.960e-01   -3.343e-03
   11      11.000s     1.765e-01     1.712e-01   -5.305e-03
   12      12.000s     1.579e-01     1.514e-01   -6.524e-03
   13      13.000s     1.432e-01     1.355e-01   -7.618e-03
   14      14.000s     1.302e-01     1.228e-01   -7.353e-03
   15      15.000s     1.183e-01     1.126e-01   -5.666e-03
   16      16.000s     1.085e-01     1.044e-01   -4.126e-03
   17      17.000s     1.010e-01     9.778e-02   -3.200e-03
   18      18.000s     9.425e-02     9.242e-02   -1.829e-03
   19      19.000s     8.792e-02     8.806e-02    1.389e-04
   20      20.000s     8.295e-02     8.450e-02    1.548e-03
   21      21.000s     7.944e-02     8.158e-02    2.133e-03
   22      22.000s     7.627e-02     7.916e-02    2.889e-03
   23      23.000s     7.313e-02     7.715e-02    4.014e-03
   24      24.000s     7.101e-02     7.545e-02    4.445e-03
   25      25.000s     7.028e-02     7.402e-02    3.740e-03
   26      26.000s     7.008e-02     7.278e-02    2.709e-03
   27      27.000s     6.980e-02     7.172e-02    1.913e-03
   28      28.000s     6.973e-02     7.078e-02    1.047e-03
   29      29.000s     6.996e-02     6.994e-02   -1.998e-05
   30      30.000s     7.018e-02     6.919e-02   -9.935e-04

============================================================

