SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/235/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 260 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.185e+00     6.633e-02  
T     =       4.607s       86.298s  

RSS   =    1.644e-03
SD    =    7.403e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.928e-02
    2       2.000s     8.504e-01     8.324e-01   -1.800e-02
    3       3.000s     7.001e-01     6.819e-01   -1.816e-02
    4       4.000s     5.669e-01     5.606e-01   -6.297e-03
    5       5.000s     4.581e-01     4.628e-01    4.703e-03
    6       6.000s     3.734e-01     3.840e-01    1.062e-02
    7       7.000s     3.088e-01     3.204e-01    1.168e-02
    8       8.000s     2.596e-01     2.692e-01    9.598e-03
    9       9.000s     2.218e-01     2.277e-01    5.887e-03
   10      10.000s     1.926e-01     1.943e-01    1.650e-03
   11      11.000s     1.693e-01     1.672e-01   -2.125e-03
   12      12.000s     1.499e-01     1.453e-01   -4.624e-03
   13      13.000s     1.332e-01     1.275e-01   -5.636e-03
   14      14.000s     1.187e-01     1.131e-01   -5.552e-03
   15      15.000s     1.063e-01     1.014e-01   -4.874e-03
   16      16.000s     9.577e-02     9.186e-02   -3.904e-03
   17      17.000s     8.688e-02     8.406e-02   -2.829e-03
   18      18.000s     7.944e-02     7.766e-02   -1.784e-03
   19      19.000s     7.316e-02     7.239e-02   -7.714e-04
   20      20.000s     6.776e-02     6.804e-02    2.789e-04
   21      21.000s     6.311e-02     6.442e-02    1.307e-03
   22      22.000s     5.928e-02     6.140e-02    2.115e-03
   23      23.000s     5.630e-02     5.886e-02    2.559e-03
   24      24.000s     5.406e-02     5.670e-02    2.639e-03
   25      25.000s     5.245e-02     5.486e-02    2.412e-03
   26      26.000s     5.134e-02     5.327e-02    1.931e-03
   27      27.000s     5.065e-02     5.189e-02    1.235e-03
   28      28.000s     5.038e-02     5.067e-02    2.944e-04
   29      29.000s     5.057e-02     4.959e-02   -9.824e-04
   30      30.000s     5.123e-02     4.861e-02   -2.612e-03

============================================================

