SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/299/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 311 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.227e+00     6.302e-02  
T     =       4.078s       53.813s  

RSS   =    2.494e-03
SD    =    9.118e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.022e+00    2.209e-02
    2       2.000s     8.327e-01     8.121e-01   -2.052e-02
    3       3.000s     6.708e-01     6.476e-01   -2.315e-02
    4       4.000s     5.273e-01     5.186e-01   -8.615e-03
    5       5.000s     4.098e-01     4.175e-01    7.727e-03
    6       6.000s     3.222e-01     3.381e-01    1.598e-02
    7       7.000s     2.605e-01     2.758e-01    1.535e-02
    8       8.000s     2.159e-01     2.269e-01    1.097e-02
    9       9.000s     1.822e-01     1.883e-01    6.129e-03
   10      10.000s     1.571e-01     1.580e-01    8.459e-04
   11      11.000s     1.382e-01     1.341e-01   -4.097e-03
   12      12.000s     1.218e-01     1.151e-01   -6.632e-03
   13      13.000s     1.068e-01     1.001e-01   -6.665e-03
   14      14.000s     9.438e-02     8.821e-02   -6.176e-03
   15      15.000s     8.461e-02     7.870e-02   -5.918e-03
   16      16.000s     7.596e-02     7.107e-02   -4.882e-03
   17      17.000s     6.791e-02     6.494e-02   -2.978e-03
   18      18.000s     6.151e-02     5.996e-02   -1.552e-03
   19      19.000s     5.693e-02     5.590e-02   -1.026e-03
   20      20.000s     5.291e-02     5.256e-02   -3.548e-04
   21      21.000s     4.890e-02     4.978e-02    8.791e-04
   22      22.000s     4.560e-02     4.744e-02    1.843e-03
   23      23.000s     4.327e-02     4.546e-02    2.188e-03
   24      24.000s     4.117e-02     4.376e-02    2.582e-03
   25      25.000s     3.908e-02     4.227e-02    3.192e-03
   26      26.000s     3.773e-02     4.096e-02    3.228e-03
   27      27.000s     3.748e-02     3.979e-02    2.308e-03
   28      28.000s     3.781e-02     3.873e-02    9.227e-04
   29      29.000s     3.845e-02     3.777e-02   -6.819e-04
   30      30.000s     3.971e-02     3.687e-02   -2.834e-03

============================================================

