SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/231/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.237e+00     2.779e-02  
T     =       4.912s    707863542322086.625s  

RSS   =    4.721e-03
SD    =    1.254e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.037e+00    3.721e-02
    2       2.000s     8.674e-01     8.513e-01   -1.607e-02
    3       3.000s     7.322e-01     6.996e-01   -3.259e-02
    4       4.000s     6.033e-01     5.759e-01   -2.740e-02
    5       5.000s     4.855e-01     4.749e-01   -1.059e-02
    6       6.000s     3.863e-01     3.926e-01    6.269e-03
    7       7.000s     3.101e-01     3.254e-01    1.524e-02
    8       8.000s     2.538e-01     2.706e-01    1.681e-02
    9       9.000s     2.106e-01     2.259e-01    1.526e-02
   10      10.000s     1.769e-01     1.894e-01    1.246e-02
   11      11.000s     1.513e-01     1.596e-01    8.342e-03
   12      12.000s     1.312e-01     1.353e-01    4.135e-03
   13      13.000s     1.139e-01     1.155e-01    1.593e-03
   14      14.000s     9.887e-02     9.936e-02    4.921e-04
   15      15.000s     8.665e-02     8.618e-02   -4.729e-04
   16      16.000s     7.677e-02     7.542e-02   -1.347e-03
   17      17.000s     6.805e-02     6.665e-02   -1.395e-03
   18      18.000s     6.041e-02     5.949e-02   -9.178e-04
   19      19.000s     5.443e-02     5.365e-02   -7.770e-04
   20      20.000s     4.975e-02     4.889e-02   -8.638e-04
   21      21.000s     4.558e-02     4.500e-02   -5.825e-04
   22      22.000s     4.205e-02     4.183e-02   -2.170e-04
   23      23.000s     3.969e-02     3.924e-02   -4.473e-04
   24      24.000s     3.821e-02     3.713e-02   -1.073e-03
   25      25.000s     3.688e-02     3.541e-02   -1.466e-03
   26      26.000s     3.582e-02     3.401e-02   -1.810e-03
   27      27.000s     3.562e-02     3.286e-02   -2.760e-03
   28      28.000s     3.619e-02     3.193e-02   -4.263e-03
   29      29.000s     3.690e-02     3.116e-02   -5.736e-03
   30      30.000s     3.757e-02     3.054e-02   -7.030e-03

============================================================

