SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/271/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 234 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.214e+00     5.403e-02  
T     =       4.532s      127.988s  

RSS   =    3.143e-03
SD    =    1.024e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.027e+00    2.697e-02
    2       2.000s     8.591e-01     8.338e-01   -2.526e-02
    3       3.000s     7.059e-01     6.788e-01   -2.711e-02
    4       4.000s     5.622e-01     5.544e-01   -7.738e-03
    5       5.000s     4.451e-01     4.546e-01    9.509e-03
    6       6.000s     3.585e-01     3.745e-01    1.597e-02
    7       7.000s     2.951e-01     3.101e-01    1.501e-02
    8       8.000s     2.470e-01     2.585e-01    1.144e-02
    9       9.000s     2.104e-01     2.169e-01    6.549e-03
   10      10.000s     1.826e-01     1.836e-01    9.160e-04
   11      11.000s     1.602e-01     1.567e-01   -3.453e-03
   12      12.000s     1.406e-01     1.351e-01   -5.472e-03
   13      13.000s     1.240e-01     1.177e-01   -6.237e-03
   14      14.000s     1.104e-01     1.037e-01   -6.684e-03
   15      15.000s     9.860e-02     9.237e-02   -6.228e-03
   16      16.000s     8.782e-02     8.322e-02   -4.596e-03
   17      17.000s     7.874e-02     7.582e-02   -2.922e-03
   18      18.000s     7.181e-02     6.980e-02   -2.002e-03
   19      19.000s     6.608e-02     6.491e-02   -1.171e-03
   20      20.000s     6.074e-02     6.092e-02    1.824e-04
   21      21.000s     5.620e-02     5.765e-02    1.448e-03
   22      22.000s     5.296e-02     5.496e-02    1.996e-03
   23      23.000s     5.051e-02     5.273e-02    2.223e-03
   24      24.000s     4.831e-02     5.088e-02    2.563e-03
   25      25.000s     4.668e-02     4.932e-02    2.642e-03
   26      26.000s     4.587e-02     4.801e-02    2.138e-03
   27      27.000s     4.544e-02     4.689e-02    1.457e-03
   28      28.000s     4.511e-02     4.593e-02    8.163e-04
   29      29.000s     4.548e-02     4.510e-02   -3.833e-04
   30      30.000s     4.691e-02     4.436e-02   -2.552e-03

============================================================

