SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/195/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 368 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.299e+00     3.309e-02  
T     =       3.704s       25.469s  

RSS   =    3.052e-03
SD    =    1.009e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.024e+00    2.375e-02
    2       2.000s     8.158e-01     7.878e-01   -2.793e-02
    3       3.000s     6.313e-01     6.075e-01   -2.378e-02
    4       4.000s     4.710e-01     4.696e-01   -1.473e-03
    5       5.000s     3.495e-01     3.641e-01    1.455e-02
    6       6.000s     2.657e-01     2.833e-01    1.764e-02
    7       7.000s     2.078e-01     2.215e-01    1.368e-02
    8       8.000s     1.654e-01     1.740e-01    8.664e-03
    9       9.000s     1.344e-01     1.377e-01    3.213e-03
   10      10.000s     1.125e-01     1.097e-01   -2.833e-03
   11      11.000s     9.526e-02     8.816e-02   -7.095e-03
   12      12.000s     7.959e-02     7.156e-02   -8.030e-03
   13      13.000s     6.609e-02     5.872e-02   -7.372e-03
   14      14.000s     5.572e-02     4.876e-02   -6.963e-03
   15      15.000s     4.714e-02     4.101e-02   -6.134e-03
   16      16.000s     3.896e-02     3.494e-02   -4.014e-03
   17      17.000s     3.191e-02     3.017e-02   -1.738e-03
   18      18.000s     2.689e-02     2.640e-02   -4.975e-04
   19      19.000s     2.300e-02     2.338e-02    3.892e-04
   20      20.000s     1.920e-02     2.096e-02    1.759e-03
   21      21.000s     1.612e-02     1.899e-02    2.870e-03
   22      22.000s     1.443e-02     1.737e-02    2.944e-03
   23      23.000s     1.331e-02     1.603e-02    2.720e-03
   24      24.000s     1.191e-02     1.489e-02    2.985e-03
   25      25.000s     1.084e-02     1.392e-02    3.080e-03
   26      26.000s     1.082e-02     1.308e-02    2.270e-03
   27      27.000s     1.118e-02     1.235e-02    1.170e-03
   28      28.000s     1.125e-02     1.170e-02    4.453e-04
   29      29.000s     1.174e-02     1.111e-02   -6.248e-04
   30      30.000s     1.352e-02     1.058e-02   -2.936e-03

============================================================

