SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/246/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 314 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.193e+00     6.358e-02  
T     =       4.665s       88.238s  

RSS   =    2.494e-03
SD    =    9.118e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.025e+00    2.535e-02
    2       2.000s     8.652e-01     8.389e-01   -2.626e-02
    3       3.000s     7.113e-01     6.883e-01   -2.297e-02
    4       4.000s     5.701e-01     5.667e-01   -3.459e-03
    5       5.000s     4.592e-01     4.684e-01    9.184e-03
    6       6.000s     3.764e-01     3.889e-01    1.247e-02
    7       7.000s     3.128e-01     3.247e-01    1.186e-02
    8       8.000s     2.632e-01     2.727e-01    9.463e-03
    9       9.000s     2.256e-01     2.306e-01    4.992e-03
   10      10.000s     1.964e-01     1.965e-01    1.184e-04
   11      11.000s     1.718e-01     1.689e-01   -2.875e-03
   12      12.000s     1.507e-01     1.465e-01   -4.150e-03
   13      13.000s     1.334e-01     1.283e-01   -5.026e-03
   14      14.000s     1.189e-01     1.135e-01   -5.385e-03
   15      15.000s     1.060e-01     1.015e-01   -4.539e-03
   16      16.000s     9.479e-02     9.165e-02   -3.130e-03
   17      17.000s     8.581e-02     8.361e-02   -2.205e-03
   18      18.000s     7.852e-02     7.700e-02   -1.519e-03
   19      19.000s     7.197e-02     7.156e-02   -4.042e-04
   20      20.000s     6.639e-02     6.707e-02    6.756e-04
   21      21.000s     6.242e-02     6.334e-02    9.125e-04
   22      22.000s     5.956e-02     6.022e-02    6.552e-04
   23      23.000s     5.683e-02     5.760e-02    7.736e-04
   24      24.000s     5.418e-02     5.539e-02    1.211e-03
   25      25.000s     5.215e-02     5.350e-02    1.352e-03
   26      26.000s     5.067e-02     5.188e-02    1.211e-03
   27      27.000s     4.932e-02     5.047e-02    1.155e-03
   28      28.000s     4.826e-02     4.924e-02    9.814e-04
   29      29.000s     4.786e-02     4.815e-02    2.912e-04
   30      30.000s     4.787e-02     4.717e-02   -6.965e-04

============================================================

