SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/162/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.230e+00     3.599e-02  
T     =       4.683s    140313695398328.688s  

RSS   =    3.069e-03
SD    =    1.011e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.029e+00    2.948e-02
    2       2.000s     8.586e-01     8.385e-01   -2.013e-02
    3       3.000s     7.088e-01     6.842e-01   -2.459e-02
    4       4.000s     5.760e-01     5.595e-01   -1.646e-02
    5       5.000s     4.635e-01     4.589e-01   -4.619e-03
    6       6.000s     3.696e-01     3.776e-01    8.009e-03
    7       7.000s     2.962e-01     3.119e-01    1.568e-02
    8       8.000s     2.430e-01     2.589e-01    1.582e-02
    9       9.000s     2.039e-01     2.160e-01    1.213e-02
   10      10.000s     1.730e-01     1.814e-01    8.376e-03
   11      11.000s     1.489e-01     1.534e-01    4.488e-03
   12      12.000s     1.307e-01     1.309e-01    1.109e-04
   13      13.000s     1.156e-01     1.126e-01   -2.993e-03
   14      14.000s     1.017e-01     9.788e-02   -3.847e-03
   15      15.000s     8.991e-02     8.598e-02   -3.925e-03
   16      16.000s     8.071e-02     7.637e-02   -4.342e-03
   17      17.000s     7.283e-02     6.861e-02   -4.221e-03
   18      18.000s     6.535e-02     6.233e-02   -3.016e-03
   19      19.000s     5.916e-02     5.727e-02   -1.896e-03
   20      20.000s     5.483e-02     5.318e-02   -1.652e-03
   21      21.000s     5.130e-02     4.987e-02   -1.431e-03
   22      22.000s     4.778e-02     4.720e-02   -5.753e-04
   23      23.000s     4.486e-02     4.505e-02    1.890e-04
   24      24.000s     4.300e-02     4.331e-02    3.037e-04
   25      25.000s     4.152e-02     4.190e-02    3.806e-04
   26      26.000s     3.996e-02     4.076e-02    8.057e-04
   27      27.000s     3.896e-02     3.984e-02    8.840e-04
   28      28.000s     3.897e-02     3.910e-02    1.285e-04
   29      29.000s     3.948e-02     3.850e-02   -9.764e-04
   30      30.000s     4.012e-02     3.802e-02   -2.102e-03

============================================================

