SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/178/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.206e+00     2.397e-02  
T     =       5.720s    425547822920658.062s  

RSS   =    4.384e-03
SD    =    1.209e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.036e+00    3.648e-02
    2       2.000s     8.832e-01     8.741e-01   -9.087e-03
    3       3.000s     7.620e-01     7.377e-01   -2.430e-02
    4       4.000s     6.466e-01     6.233e-01   -2.332e-02
    5       5.000s     5.424e-01     5.271e-01   -1.527e-02
    6       6.000s     4.530e-01     4.464e-01   -6.589e-03
    7       7.000s     3.790e-01     3.787e-01   -2.883e-04
    8       8.000s     3.177e-01     3.218e-01    4.122e-03
    9       9.000s     2.664e-01     2.740e-01    7.655e-03
   10      10.000s     2.241e-01     2.339e-01    9.839e-03
   11      11.000s     1.900e-01     2.002e-01    1.022e-02
   12      12.000s     1.622e-01     1.720e-01    9.816e-03
   13      13.000s     1.385e-01     1.482e-01    9.765e-03
   14      14.000s     1.185e-01     1.283e-01    9.768e-03
   15      15.000s     1.025e-01     1.116e-01    9.087e-03
   16      16.000s     8.957e-02     9.752e-02    7.954e-03
   17      17.000s     7.878e-02     8.573e-02    6.944e-03
   18      18.000s     6.994e-02     7.582e-02    5.883e-03
   19      19.000s     6.310e-02     6.751e-02    4.405e-03
   20      20.000s     5.763e-02     6.052e-02    2.898e-03
   21      21.000s     5.272e-02     5.466e-02    1.942e-03
   22      22.000s     4.842e-02     4.974e-02    1.319e-03
   23      23.000s     4.524e-02     4.561e-02    3.652e-04
   24      24.000s     4.323e-02     4.214e-02   -1.093e-03
   25      25.000s     4.206e-02     3.922e-02   -2.839e-03
   26      26.000s     4.171e-02     3.678e-02   -4.930e-03
   27      27.000s     4.237e-02     3.472e-02   -7.649e-03
   28      28.000s     4.397e-02     3.300e-02   -1.097e-02
   29      29.000s     4.603e-02     3.155e-02   -1.448e-02
   30      30.000s     4.798e-02     3.034e-02   -1.765e-02

============================================================

