SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/292/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 316 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.239e+00     5.332e-02  
T     =       4.140s      109.898s  

RSS   =    3.093e-03
SD    =    1.015e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.026e+00    2.603e-02
    2       2.000s     8.413e-01     8.167e-01   -2.454e-02
    3       3.000s     6.776e-01     6.523e-01   -2.539e-02
    4       4.000s     5.319e-01     5.230e-01   -8.939e-03
    5       5.000s     4.143e-01     4.213e-01    7.045e-03
    6       6.000s     3.258e-01     3.414e-01    1.559e-02
    7       7.000s     2.620e-01     2.785e-01    1.652e-02
    8       8.000s     2.161e-01     2.290e-01    1.292e-02
    9       9.000s     1.823e-01     1.901e-01    7.795e-03
   10      10.000s     1.568e-01     1.594e-01    2.566e-03
   11      11.000s     1.373e-01     1.352e-01   -2.126e-03
   12      12.000s     1.216e-01     1.161e-01   -5.538e-03
   13      13.000s     1.083e-01     1.010e-01   -7.238e-03
   14      14.000s     9.660e-02     8.907e-02   -7.527e-03
   15      15.000s     8.652e-02     7.961e-02   -6.909e-03
   16      16.000s     7.773e-02     7.209e-02   -5.641e-03
   17      17.000s     7.013e-02     6.609e-02   -4.042e-03
   18      18.000s     6.391e-02     6.130e-02   -2.612e-03
   19      19.000s     5.895e-02     5.745e-02   -1.503e-03
   20      20.000s     5.476e-02     5.434e-02   -4.265e-04
   21      21.000s     5.111e-02     5.181e-02    7.035e-04
   22      22.000s     4.820e-02     4.975e-02    1.547e-03
   23      23.000s     4.606e-02     4.804e-02    1.979e-03
   24      24.000s     4.428e-02     4.662e-02    2.346e-03
   25      25.000s     4.262e-02     4.543e-02    2.803e-03
   26      26.000s     4.147e-02     4.441e-02    2.938e-03
   27      27.000s     4.115e-02     4.353e-02    2.378e-03
   28      28.000s     4.147e-02     4.276e-02    1.285e-03
   29      29.000s     4.217e-02     4.208e-02   -9.178e-05
   30      30.000s     4.334e-02     4.146e-02   -1.873e-03

============================================================

