SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/189/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 257 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.192e+00     8.730e-02  
T     =       4.163s       65.228s  

RSS   =    2.565e-03
SD    =    9.247e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.024e+00    2.382e-02
    2       2.000s     8.480e-01     8.223e-01   -2.571e-02
    3       3.000s     6.853e-01     6.635e-01   -2.179e-02
    4       4.000s     5.421e-01     5.383e-01   -3.745e-03
    5       5.000s     4.309e-01     4.397e-01    8.768e-03
    6       6.000s     3.482e-01     3.618e-01    1.366e-02
    7       7.000s     2.865e-01     3.003e-01    1.390e-02
    8       8.000s     2.411e-01     2.518e-01    1.063e-02
    9       9.000s     2.083e-01     2.133e-01    5.022e-03
   10      10.000s     1.831e-01     1.829e-01   -2.758e-04
   11      11.000s     1.622e-01     1.587e-01   -3.579e-03
   12      12.000s     1.449e-01     1.394e-01   -5.489e-03
   13      13.000s     1.308e-01     1.240e-01   -6.724e-03
   14      14.000s     1.186e-01     1.117e-01   -6.829e-03
   15      15.000s     1.075e-01     1.018e-01   -5.682e-03
   16      16.000s     9.815e-02     9.386e-02   -4.289e-03
   17      17.000s     9.061e-02     8.736e-02   -3.252e-03
   18      18.000s     8.406e-02     8.205e-02   -2.010e-03
   19      19.000s     7.795e-02     7.767e-02   -2.834e-04
   20      20.000s     7.286e-02     7.402e-02    1.156e-03
   21      21.000s     6.916e-02     7.096e-02    1.798e-03
   22      22.000s     6.615e-02     6.835e-02    2.199e-03
   23      23.000s     6.330e-02     6.611e-02    2.809e-03
   24      24.000s     6.103e-02     6.416e-02    3.138e-03
   25      25.000s     5.970e-02     6.245e-02    2.745e-03
   26      26.000s     5.886e-02     6.091e-02    2.048e-03
   27      27.000s     5.805e-02     5.953e-02    1.474e-03
   28      28.000s     5.761e-02     5.826e-02    6.515e-04
   29      29.000s     5.802e-02     5.709e-02   -9.267e-04
   30      30.000s     5.915e-02     5.600e-02   -3.148e-03

============================================================

