SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/167/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 356 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.141e+00     9.774e-02  
T     =       4.588s       70.941s  

RSS   =    1.015e-03
SD    =    5.818e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.014e+00    1.419e-02
    2       2.000s     8.483e-01     8.331e-01   -1.520e-02
    3       3.000s     7.004e-01     6.872e-01   -1.320e-02
    4       4.000s     5.723e-01     5.697e-01   -2.648e-03
    5       5.000s     4.692e-01     4.749e-01    5.690e-03
    6       6.000s     3.893e-01     3.985e-01    9.184e-03
    7       7.000s     3.280e-01     3.368e-01    8.736e-03
    8       8.000s     2.809e-01     2.869e-01    6.046e-03
    9       9.000s     2.440e-01     2.466e-01    2.599e-03
   10      10.000s     2.146e-01     2.140e-01   -6.026e-04
   11      11.000s     1.905e-01     1.875e-01   -3.010e-03
   12      12.000s     1.704e-01     1.660e-01   -4.382e-03
   13      13.000s     1.533e-01     1.485e-01   -4.743e-03
   14      14.000s     1.386e-01     1.342e-01   -4.400e-03
   15      15.000s     1.263e-01     1.225e-01   -3.749e-03
   16      16.000s     1.159e-01     1.129e-01   -2.959e-03
   17      17.000s     1.069e-01     1.050e-01   -1.945e-03
   18      18.000s     9.910e-02     9.842e-02   -6.864e-04
   19      19.000s     9.235e-02     9.293e-02    5.827e-04
   20      20.000s     8.677e-02     8.833e-02    1.565e-03
   21      21.000s     8.228e-02     8.444e-02    2.158e-03
   22      22.000s     7.866e-02     8.112e-02    2.464e-03
   23      23.000s     7.565e-02     7.827e-02    2.622e-03
   24      24.000s     7.310e-02     7.579e-02    2.694e-03
   25      25.000s     7.100e-02     7.362e-02    2.621e-03
   26      26.000s     6.948e-02     7.170e-02    2.217e-03
   27      27.000s     6.870e-02     6.998e-02    1.283e-03
   28      28.000s     6.866e-02     6.842e-02   -2.401e-04
   29      29.000s     6.926e-02     6.700e-02   -2.259e-03
   30      30.000s     7.031e-02     6.569e-02   -4.626e-03

============================================================

