SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/60/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 125 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.136e+00     5.815e-02  
T     =       6.106s      160.874s  

RSS   =    1.191e-03
SD    =    6.300e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.022e+00    2.178e-02
    2       2.000s     8.847e-01     8.758e-01   -8.863e-03
    3       3.000s     7.667e-01     7.518e-01   -1.490e-02
    4       4.000s     6.583e-01     6.465e-01   -1.181e-02
    5       5.000s     5.633e-01     5.571e-01   -6.200e-03
    6       6.000s     4.822e-01     4.811e-01   -1.078e-03
    7       7.000s     4.145e-01     4.165e-01    2.021e-03
    8       8.000s     3.582e-01     3.617e-01    3.484e-03
    9       9.000s     3.105e-01     3.151e-01    4.530e-03
   10      10.000s     2.701e-01     2.754e-01    5.337e-03
   11      11.000s     2.364e-01     2.417e-01    5.338e-03
   12      12.000s     2.084e-01     2.131e-01    4.711e-03
   13      13.000s     1.845e-01     1.887e-01    4.214e-03
   14      14.000s     1.641e-01     1.680e-01    3.880e-03
   15      15.000s     1.472e-01     1.503e-01    3.095e-03
   16      16.000s     1.335e-01     1.353e-01    1.821e-03
   17      17.000s     1.218e-01     1.225e-01    7.151e-04
   18      18.000s     1.115e-01     1.116e-01    9.388e-05
   19      19.000s     1.026e-01     1.022e-01   -3.232e-04
   20      20.000s     9.495e-02     9.429e-02   -6.667e-04
   21      21.000s     8.819e-02     8.748e-02   -7.053e-04
   22      22.000s     8.210e-02     8.166e-02   -4.388e-04
   23      23.000s     7.691e-02     7.667e-02   -2.377e-04
   24      24.000s     7.269e-02     7.239e-02   -2.960e-04
   25      25.000s     6.920e-02     6.871e-02   -4.810e-04
   26      26.000s     6.634e-02     6.555e-02   -7.980e-04
   27      27.000s     6.434e-02     6.281e-02   -1.531e-03
   28      28.000s     6.328e-02     6.045e-02   -2.834e-03
   29      29.000s     6.294e-02     5.839e-02   -4.546e-03
   30      30.000s     6.305e-02     5.661e-02   -6.438e-03

============================================================

