SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/251/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 205 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.266e+00     4.316e-02  
T     =       3.963s       72.142s  

RSS   =    3.259e-03
SD    =    1.042e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.026e+00    2.590e-02
    2       2.000s     8.336e-01     8.060e-01   -2.759e-02
    3       3.000s     6.603e-01     6.350e-01   -2.531e-02
    4       4.000s     5.070e-01     5.021e-01   -4.973e-03
    5       5.000s     3.875e-01     3.986e-01    1.112e-02
    6       6.000s     3.013e-01     3.181e-01    1.689e-02
    7       7.000s     2.398e-01     2.555e-01    1.565e-02
    8       8.000s     1.953e-01     2.067e-01    1.143e-02
    9       9.000s     1.629e-01     1.687e-01    5.767e-03
   10      10.000s     1.393e-01     1.390e-01   -2.858e-04
   11      11.000s     1.208e-01     1.159e-01   -4.905e-03
   12      12.000s     1.049e-01     9.780e-02   -7.111e-03
   13      13.000s     9.132e-02     8.363e-02   -7.687e-03
   14      14.000s     8.012e-02     7.252e-02   -7.600e-03
   15      15.000s     7.056e-02     6.378e-02   -6.777e-03
   16      16.000s     6.195e-02     5.689e-02   -5.052e-03
   17      17.000s     5.453e-02     5.144e-02   -3.094e-03
   18      18.000s     4.869e-02     4.710e-02   -1.587e-03
   19      19.000s     4.401e-02     4.363e-02   -3.783e-04
   20      20.000s     3.995e-02     4.084e-02    8.876e-04
   21      21.000s     3.657e-02     3.858e-02    2.003e-03
   22      22.000s     3.406e-02     3.672e-02    2.665e-03
   23      23.000s     3.214e-02     3.519e-02    3.053e-03
   24      24.000s     3.053e-02     3.391e-02    3.377e-03
   25      25.000s     2.943e-02     3.282e-02    3.386e-03
   26      26.000s     2.908e-02     3.189e-02    2.803e-03
   27      27.000s     2.930e-02     3.107e-02    1.775e-03
   28      28.000s     2.988e-02     3.035e-02    4.767e-04
   29      29.000s     3.097e-02     2.971e-02   -1.255e-03
   30      30.000s     3.262e-02     2.913e-02   -3.495e-03

============================================================

