SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/183/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.221e+00     2.115e-02  
T     =       5.545s    452332136702049.875s  

RSS   =    4.936e-03
SD    =    1.283e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.040e+00    4.030e-02
    2       2.000s     8.857e-01     8.721e-01   -1.356e-02
    3       3.000s     7.591e-01     7.317e-01   -2.739e-02
    4       4.000s     6.386e-01     6.144e-01   -2.420e-02
    5       5.000s     5.320e-01     5.165e-01   -1.549e-02
    6       6.000s     4.398e-01     4.348e-01   -5.014e-03
    7       7.000s     3.632e-01     3.665e-01    3.266e-03
    8       8.000s     3.028e-01     3.095e-01    6.718e-03
    9       9.000s     2.543e-01     2.619e-01    7.638e-03
   10      10.000s     2.128e-01     2.222e-01    9.386e-03
   11      11.000s     1.776e-01     1.890e-01    1.142e-02
   12      12.000s     1.498e-01     1.613e-01    1.156e-02
   13      13.000s     1.278e-01     1.382e-01    1.036e-02
   14      14.000s     1.092e-01     1.189e-01    9.649e-03
   15      15.000s     9.364e-02     1.027e-01    9.106e-03
   16      16.000s     8.184e-02     8.928e-02    7.440e-03
   17      17.000s     7.275e-02     7.803e-02    5.285e-03
   18      18.000s     6.453e-02     6.865e-02    4.118e-03
   19      19.000s     5.719e-02     6.081e-02    3.616e-03
   20      20.000s     5.171e-02     5.426e-02    2.548e-03
   21      21.000s     4.765e-02     4.880e-02    1.142e-03
   22      22.000s     4.388e-02     4.423e-02    3.505e-04
   23      23.000s     4.064e-02     4.042e-02   -2.192e-04
   24      24.000s     3.886e-02     3.724e-02   -1.613e-03
   25      25.000s     3.822e-02     3.459e-02   -3.631e-03
   26      26.000s     3.780e-02     3.237e-02   -5.428e-03
   27      27.000s     3.778e-02     3.052e-02   -7.265e-03
   28      28.000s     3.897e-02     2.897e-02   -9.995e-03
   29      29.000s     4.112e-02     2.768e-02   -1.344e-02
   30      30.000s     4.326e-02     2.660e-02   -1.666e-02

============================================================

