SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/198/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 112 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.195e+00     5.775e-02  
T     =       4.751s      118.360s  

RSS   =    2.636e-03
SD    =    9.374e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.026e+00    2.552e-02
    2       2.000s     8.651e-01     8.412e-01   -2.390e-02
    3       3.000s     7.162e-01     6.919e-01   -2.434e-02
    4       4.000s     5.775e-01     5.707e-01   -6.767e-03
    5       5.000s     4.651e-01     4.725e-01    7.460e-03
    6       6.000s     3.799e-01     3.929e-01    1.295e-02
    7       7.000s     3.150e-01     3.283e-01    1.327e-02
    8       8.000s     2.647e-01     2.758e-01    1.116e-02
    9       9.000s     2.263e-01     2.333e-01    6.950e-03
   10      10.000s     1.970e-01     1.987e-01    1.713e-03
   11      11.000s     1.730e-01     1.706e-01   -2.400e-03
   12      12.000s     1.524e-01     1.478e-01   -4.639e-03
   13      13.000s     1.350e-01     1.292e-01   -5.796e-03
   14      14.000s     1.203e-01     1.140e-01   -6.245e-03
   15      15.000s     1.074e-01     1.017e-01   -5.684e-03
   16      16.000s     9.607e-02     9.163e-02   -4.436e-03
   17      17.000s     8.670e-02     8.339e-02   -3.308e-03
   18      18.000s     7.898e-02     7.663e-02   -2.347e-03
   19      19.000s     7.211e-02     7.108e-02   -1.028e-03
   20      20.000s     6.599e-02     6.651e-02    5.258e-04
   21      21.000s     6.107e-02     6.273e-02    1.670e-03
   22      22.000s     5.731e-02     5.960e-02    2.288e-03
   23      23.000s     5.432e-02     5.698e-02    2.668e-03
   24      24.000s     5.216e-02     5.479e-02    2.638e-03
   25      25.000s     5.104e-02     5.295e-02    1.906e-03
   26      26.000s     5.040e-02     5.138e-02    9.717e-04
   27      27.000s     4.943e-02     5.003e-02    6.014e-04
   28      28.000s     4.833e-02     4.888e-02    5.480e-04
   29      29.000s     4.804e-02     4.787e-02   -1.709e-04
   30      30.000s     4.881e-02     4.698e-02   -1.831e-03

============================================================

