SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/283/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 138 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.241e+00     3.592e-02  
T     =       4.373s      131.908s  

RSS   =    2.020e-03
SD    =    8.207e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.276e-02
    2       2.000s     8.423e-01     8.207e-01   -2.158e-02
    3       3.000s     6.801e-01     6.599e-01   -2.020e-02
    4       4.000s     5.382e-01     5.319e-01   -6.321e-03
    5       5.000s     4.255e-01     4.300e-01    4.561e-03
    6       6.000s     3.385e-01     3.489e-01    1.046e-02
    7       7.000s     2.720e-01     2.844e-01    1.236e-02
    8       8.000s     2.224e-01     2.329e-01    1.050e-02
    9       9.000s     1.857e-01     1.920e-01    6.249e-03
   10      10.000s     1.573e-01     1.593e-01    2.050e-03
   11      11.000s     1.344e-01     1.333e-01   -1.116e-03
   12      12.000s     1.163e-01     1.126e-01   -3.689e-03
   13      13.000s     1.015e-01     9.602e-02   -5.441e-03
   14      14.000s     8.832e-02     8.280e-02   -5.523e-03
   15      15.000s     7.649e-02     7.223e-02   -4.260e-03
   16      16.000s     6.675e-02     6.378e-02   -2.978e-03
   17      17.000s     5.911e-02     5.700e-02   -2.111e-03
   18      18.000s     5.259e-02     5.157e-02   -1.022e-03
   19      19.000s     4.676e-02     4.719e-02    4.324e-04
   20      20.000s     4.211e-02     4.367e-02    1.561e-03
   21      21.000s     3.880e-02     4.082e-02    2.022e-03
   22      22.000s     3.637e-02     3.851e-02    2.132e-03
   23      23.000s     3.459e-02     3.662e-02    2.028e-03
   24      24.000s     3.348e-02     3.507e-02    1.591e-03
   25      25.000s     3.271e-02     3.380e-02    1.086e-03
   26      26.000s     3.188e-02     3.274e-02    8.571e-04
   27      27.000s     3.137e-02     3.185e-02    4.838e-04
   28      28.000s     3.185e-02     3.110e-02   -7.433e-04
   29      29.000s     3.306e-02     3.047e-02   -2.599e-03
   30      30.000s     3.406e-02     2.991e-02   -4.150e-03

============================================================

