SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/20/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 292 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.232e+00     4.477e-02  
T     =       4.378s      340.599s  

RSS   =    2.772e-03
SD    =    9.613e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.025e+00    2.484e-02
    2       2.000s     8.450e-01     8.245e-01   -2.051e-02
    3       3.000s     6.898e-01     6.651e-01   -2.473e-02
    4       4.000s     5.501e-01     5.382e-01   -1.195e-02
    5       5.000s     4.328e-01     4.372e-01    4.347e-03
    6       6.000s     3.421e-01     3.568e-01    1.472e-02
    7       7.000s     2.767e-01     2.928e-01    1.606e-02
    8       8.000s     2.295e-01     2.418e-01    1.235e-02
    9       9.000s     1.930e-01     2.012e-01    8.252e-03
   10      10.000s     1.646e-01     1.689e-01    4.280e-03
   11      11.000s     1.435e-01     1.432e-01   -3.268e-04
   12      12.000s     1.269e-01     1.227e-01   -4.234e-03
   13      13.000s     1.123e-01     1.063e-01   -5.976e-03
   14      14.000s     9.963e-02     9.327e-02   -6.363e-03
   15      15.000s     8.947e-02     8.287e-02   -6.600e-03
   16      16.000s     8.077e-02     7.457e-02   -6.196e-03
   17      17.000s     7.255e-02     6.794e-02   -4.612e-03
   18      18.000s     6.559e-02     6.264e-02   -2.947e-03
   19      19.000s     6.059e-02     5.839e-02   -2.194e-03
   20      20.000s     5.652e-02     5.499e-02   -1.531e-03
   21      21.000s     5.228e-02     5.226e-02   -2.053e-05
   22      22.000s     4.851e-02     5.006e-02    1.554e-03
   23      23.000s     4.617e-02     4.828e-02    2.119e-03
   24      24.000s     4.469e-02     4.685e-02    2.154e-03
   25      25.000s     4.311e-02     4.568e-02    2.565e-03
   26      26.000s     4.180e-02     4.472e-02    2.924e-03
   27      27.000s     4.160e-02     4.394e-02    2.341e-03
   28      28.000s     4.222e-02     4.329e-02    1.074e-03
   29      29.000s     4.286e-02     4.275e-02   -1.057e-04
   30      30.000s     4.358e-02     4.230e-02   -1.285e-03

============================================================

