SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/92/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.208e+00     3.137e-02  
T     =       4.926s    703918254559854.750s  

RSS   =    1.038e-03
SD    =    5.883e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.018e+00    1.757e-02
    2       2.000s     8.454e-01     8.364e-01   -9.051e-03
    3       3.000s     7.003e-01     6.885e-01   -1.177e-02
    4       4.000s     5.771e-01     5.678e-01   -9.325e-03
    5       5.000s     4.749e-01     4.692e-01   -5.664e-03
    6       6.000s     3.899e-01     3.888e-01   -1.135e-03
    7       7.000s     3.207e-01     3.231e-01    2.410e-03
    8       8.000s     2.655e-01     2.695e-01    4.061e-03
    9       9.000s     2.208e-01     2.258e-01    4.943e-03
   10      10.000s     1.844e-01     1.901e-01    5.710e-03
   11      11.000s     1.552e-01     1.609e-01    5.679e-03
   12      12.000s     1.324e-01     1.371e-01    4.690e-03
   13      13.000s     1.140e-01     1.177e-01    3.644e-03
   14      14.000s     9.887e-02     1.018e-01    2.961e-03
   15      15.000s     8.667e-02     8.888e-02    2.217e-03
   16      16.000s     7.690e-02     7.832e-02    1.423e-03
   17      17.000s     6.854e-02     6.969e-02    1.153e-03
   18      18.000s     6.132e-02     6.265e-02    1.334e-03
   19      19.000s     5.565e-02     5.691e-02    1.262e-03
   20      20.000s     5.135e-02     5.222e-02    8.706e-04
   21      21.000s     4.760e-02     4.839e-02    7.833e-04
   22      22.000s     4.419e-02     4.526e-02    1.072e-03
   23      23.000s     4.162e-02     4.271e-02    1.089e-03
   24      24.000s     4.004e-02     4.063e-02    5.922e-04
   25      25.000s     3.895e-02     3.893e-02   -1.710e-05
   26      26.000s     3.823e-02     3.754e-02   -6.902e-04
   27      27.000s     3.845e-02     3.641e-02   -2.042e-03
   28      28.000s     3.998e-02     3.548e-02   -4.495e-03
   29      29.000s     4.253e-02     3.473e-02   -7.806e-03
   30      30.000s     4.558e-02     3.411e-02   -1.147e-02

============================================================

