SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/134/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 328 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.183e+00     9.115e-02  
T     =       4.332s       49.397s  

RSS   =    3.494e-03
SD    =    1.079e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.029e+00    2.878e-02
    2       2.000s     8.627e-01     8.333e-01   -2.940e-02
    3       3.000s     7.054e-01     6.778e-01   -2.752e-02
    4       4.000s     5.594e-01     5.541e-01   -5.283e-03
    5       5.000s     4.448e-01     4.555e-01    1.074e-02
    6       6.000s     3.609e-01     3.769e-01    1.603e-02
    7       7.000s     2.986e-01     3.143e-01    1.566e-02
    8       8.000s     2.521e-01     2.642e-01    1.208e-02
    9       9.000s     2.183e-01     2.242e-01    5.874e-03
   10      10.000s     1.923e-01     1.921e-01   -2.505e-04
   11      11.000s     1.702e-01     1.663e-01   -3.806e-03
   12      12.000s     1.510e-01     1.456e-01   -5.415e-03
   13      13.000s     1.354e-01     1.289e-01   -6.530e-03
   14      14.000s     1.222e-01     1.154e-01   -6.789e-03
   15      15.000s     1.100e-01     1.044e-01   -5.610e-03
   16      16.000s     9.941e-02     9.538e-02   -4.032e-03
   17      17.000s     9.108e-02     8.799e-02   -3.089e-03
   18      18.000s     8.410e-02     8.187e-02   -2.227e-03
   19      19.000s     7.761e-02     7.678e-02   -8.351e-04
   20      20.000s     7.218e-02     7.250e-02    3.201e-04
   21      21.000s     6.834e-02     6.887e-02    5.326e-04
   22      22.000s     6.526e-02     6.576e-02    4.969e-04
   23      23.000s     6.205e-02     6.307e-02    1.022e-03
   24      24.000s     5.900e-02     6.072e-02    1.716e-03
   25      25.000s     5.666e-02     5.864e-02    1.974e-03
   26      26.000s     5.473e-02     5.678e-02    2.050e-03
   27      27.000s     5.289e-02     5.509e-02    2.202e-03
   28      28.000s     5.165e-02     5.356e-02    1.907e-03
   29      29.000s     5.142e-02     5.214e-02    7.186e-04
   30      30.000s     5.191e-02     5.082e-02   -1.090e-03

============================================================

