SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/314/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 122 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.172e+00     4.511e-02  
T     =       5.280s      180.309s  

RSS   =    8.048e-04
SD    =    5.179e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.015e+00    1.469e-02
    2       2.000s     8.569e-01     8.471e-01   -9.779e-03
    3       3.000s     7.186e-01     7.084e-01   -1.018e-02
    4       4.000s     5.985e-01     5.936e-01   -4.914e-03
    5       5.000s     4.993e-01     4.985e-01   -7.226e-04
    6       6.000s     4.182e-01     4.198e-01    1.612e-03
    7       7.000s     3.522e-01     3.547e-01    2.509e-03
    8       8.000s     2.986e-01     3.007e-01    2.189e-03
    9       9.000s     2.549e-01     2.561e-01    1.142e-03
   10      10.000s     2.188e-01     2.190e-01    2.622e-04
   11      11.000s     1.882e-01     1.884e-01    1.445e-04
   12      12.000s     1.624e-01     1.630e-01    5.899e-04
   13      13.000s     1.408e-01     1.419e-01    1.089e-03
   14      14.000s     1.229e-01     1.244e-01    1.552e-03
   15      15.000s     1.077e-01     1.099e-01    2.219e-03
   16      16.000s     9.487e-02     9.789e-02    3.027e-03
   17      17.000s     8.433e-02     8.790e-02    3.564e-03
   18      18.000s     7.596e-02     7.959e-02    3.632e-03
   19      19.000s     6.923e-02     7.268e-02    3.449e-03
   20      20.000s     6.369e-02     6.692e-02    3.231e-03
   21      21.000s     5.918e-02     6.211e-02    2.934e-03
   22      22.000s     5.560e-02     5.810e-02    2.508e-03
   23      23.000s     5.269e-02     5.475e-02    2.060e-03
   24      24.000s     5.035e-02     5.193e-02    1.588e-03
   25      25.000s     4.880e-02     4.957e-02    7.730e-04
   26      26.000s     4.835e-02     4.758e-02   -7.752e-04
   27      27.000s     4.904e-02     4.589e-02   -3.150e-03
   28      28.000s     5.053e-02     4.446e-02   -6.070e-03
   29      29.000s     5.226e-02     4.324e-02   -9.027e-03
   30      30.000s     5.370e-02     4.219e-02   -1.151e-02

============================================================

