SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/290/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 312 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.220e+00     1.039e-01  
T     =       3.518s       24.206s  

RSS   =    1.749e-03
SD    =    7.635e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.018e+00    1.789e-02
    2       2.000s     8.118e-01     7.867e-01   -2.515e-02
    3       3.000s     6.257e-01     6.118e-01   -1.384e-02
    4       4.000s     4.763e-01     4.795e-01    3.139e-03
    5       5.000s     3.685e-01     3.791e-01    1.059e-02
    6       6.000s     2.911e-01     3.028e-01    1.168e-02
    7       7.000s     2.346e-01     2.446e-01    9.996e-03
    8       8.000s     1.945e-01     2.002e-01    5.728e-03
    9       9.000s     1.660e-01     1.661e-01    1.150e-04
   10      10.000s     1.438e-01     1.399e-01   -3.988e-03
   11      11.000s     1.251e-01     1.195e-01   -5.645e-03
   12      12.000s     1.098e-01     1.036e-01   -6.189e-03
   13      13.000s     9.730e-02     9.104e-02   -6.262e-03
   14      14.000s     8.627e-02     8.108e-02   -5.189e-03
   15      15.000s     7.619e-02     7.308e-02   -3.109e-03
   16      16.000s     6.790e-02     6.657e-02   -1.333e-03
   17      17.000s     6.163e-02     6.120e-02   -4.248e-04
   18      18.000s     5.641e-02     5.671e-02    2.981e-04
   19      19.000s     5.173e-02     5.290e-02    1.175e-03
   20      20.000s     4.791e-02     4.962e-02    1.706e-03
   21      21.000s     4.497e-02     4.675e-02    1.785e-03
   22      22.000s     4.221e-02     4.422e-02    2.004e-03
   23      23.000s     3.946e-02     4.194e-02    2.486e-03
   24      24.000s     3.726e-02     3.988e-02    2.622e-03
   25      25.000s     3.579e-02     3.799e-02    2.198e-03
   26      26.000s     3.455e-02     3.624e-02    1.693e-03
   27      27.000s     3.338e-02     3.462e-02    1.242e-03
   28      28.000s     3.280e-02     3.310e-02    3.016e-04
   29      29.000s     3.310e-02     3.168e-02   -1.429e-03
   30      30.000s     3.400e-02     3.033e-02   -3.677e-03

============================================================

