SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/108/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 254 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.217e+00     7.681e-02  
T     =       3.991s       28.577s  

RSS   =    2.209e-03
SD    =    8.581e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.021e+00    2.147e-02
    2       2.000s     8.350e-01     8.089e-01   -2.601e-02
    3       3.000s     6.623e-01     6.431e-01   -1.928e-02
    4       4.000s     5.136e-01     5.135e-01   -1.490e-04
    5       5.000s     4.004e-01     4.122e-01    1.178e-02
    6       6.000s     3.189e-01     3.329e-01    1.395e-02
    7       7.000s     2.598e-01     2.708e-01    1.098e-02
    8       8.000s     2.153e-01     2.220e-01    6.732e-03
    9       9.000s     1.814e-01     1.837e-01    2.271e-03
   10      10.000s     1.555e-01     1.535e-01   -2.068e-03
   11      11.000s     1.348e-01     1.296e-01   -5.202e-03
   12      12.000s     1.170e-01     1.106e-01   -6.348e-03
   13      13.000s     1.016e-01     9.557e-02   -6.028e-03
   14      14.000s     8.868e-02     8.352e-02   -5.162e-03
   15      15.000s     7.781e-02     7.382e-02   -3.994e-03
   16      16.000s     6.852e-02     6.597e-02   -2.551e-03
   17      17.000s     6.085e-02     5.956e-02   -1.291e-03
   18      18.000s     5.484e-02     5.429e-02   -5.455e-04
   19      19.000s     4.986e-02     4.992e-02    6.355e-05
   20      20.000s     4.532e-02     4.625e-02    9.313e-04
   21      21.000s     4.139e-02     4.315e-02    1.751e-03
   22      22.000s     3.839e-02     4.048e-02    2.094e-03
   23      23.000s     3.601e-02     3.817e-02    2.161e-03
   24      24.000s     3.382e-02     3.614e-02    2.318e-03
   25      25.000s     3.197e-02     3.434e-02    2.371e-03
   26      26.000s     3.078e-02     3.273e-02    1.947e-03
   27      27.000s     3.008e-02     3.126e-02    1.182e-03
   28      28.000s     2.956e-02     2.992e-02    3.610e-04
   29      29.000s     2.945e-02     2.869e-02   -7.559e-04
   30      30.000s     3.016e-02     2.755e-02   -2.617e-03

============================================================

