SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/300/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 240 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.181e+00     1.053e-01  
T     =       3.942s       45.826s  

RSS   =    1.926e-03
SD    =    8.012e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    1.952e-02
    2       2.000s     8.351e-01     8.120e-01   -2.318e-02
    3       3.000s     6.671e-01     6.505e-01   -1.662e-02
    4       4.000s     5.263e-01     5.247e-01   -1.639e-03
    5       5.000s     4.189e-01     4.267e-01    7.776e-03
    6       6.000s     3.381e-01     3.502e-01    1.207e-02
    7       7.000s     2.781e-01     2.905e-01    1.239e-02
    8       8.000s     2.349e-01     2.437e-01    8.802e-03
    9       9.000s     2.036e-01     2.070e-01    3.399e-03
   10      10.000s     1.792e-01     1.781e-01   -1.083e-03
   11      11.000s     1.595e-01     1.554e-01   -4.130e-03
   12      12.000s     1.438e-01     1.373e-01   -6.411e-03
   13      13.000s     1.305e-01     1.230e-01   -7.495e-03
   14      14.000s     1.182e-01     1.115e-01   -6.681e-03
   15      15.000s     1.070e-01     1.022e-01   -4.781e-03
   16      16.000s     9.786e-02     9.469e-02   -3.171e-03
   17      17.000s     9.050e-02     8.852e-02   -1.986e-03
   18      18.000s     8.405e-02     8.340e-02   -6.522e-04
   19      19.000s     7.845e-02     7.911e-02    6.609e-04
   20      20.000s     7.403e-02     7.548e-02    1.449e-03
   21      21.000s     7.039e-02     7.235e-02    1.964e-03
   22      22.000s     6.694e-02     6.963e-02    2.690e-03
   23      23.000s     6.387e-02     6.722e-02    3.352e-03
   24      24.000s     6.164e-02     6.507e-02    3.434e-03
   25      25.000s     6.003e-02     6.312e-02    3.096e-03
   26      26.000s     5.870e-02     6.134e-02    2.642e-03
   27      27.000s     5.798e-02     5.969e-02    1.712e-03
   28      28.000s     5.824e-02     5.815e-02   -9.847e-05
   29      29.000s     5.908e-02     5.669e-02   -2.383e-03
   30      30.000s     5.987e-02     5.532e-02   -4.549e-03

============================================================

