SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/335/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.224e+00     2.472e-02  
T     =       5.472s    185724907893654.094s  

RSS   =    6.167e-03
SD    =    1.434e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.044e+00    4.409e-02
    2       2.000s     8.860e-01     8.738e-01   -1.215e-02
    3       3.000s     7.657e-01     7.320e-01   -3.371e-02
    4       4.000s     6.451e-01     6.139e-01   -3.124e-02
    5       5.000s     5.334e-01     5.155e-01   -1.794e-02
    6       6.000s     4.378e-01     4.335e-01   -4.264e-03
    7       7.000s     3.594e-01     3.652e-01    5.800e-03
    8       8.000s     2.960e-01     3.084e-01    1.233e-02
    9       9.000s     2.454e-01     2.610e-01    1.556e-02
   10      10.000s     2.060e-01     2.215e-01    1.549e-02
   11      11.000s     1.753e-01     1.886e-01    1.331e-02
   12      12.000s     1.504e-01     1.613e-01    1.091e-02
   13      13.000s     1.294e-01     1.385e-01    9.039e-03
   14      14.000s     1.122e-01     1.195e-01    7.297e-03
   15      15.000s     9.816e-02     1.036e-01    5.478e-03
   16      16.000s     8.649e-02     9.046e-02    3.963e-03
   17      17.000s     7.660e-02     7.948e-02    2.880e-03
   18      18.000s     6.842e-02     7.033e-02    1.914e-03
   19      19.000s     6.174e-02     6.271e-02    9.715e-04
   20      20.000s     5.608e-02     5.637e-02    2.840e-04
   21      21.000s     5.125e-02     5.108e-02   -1.723e-04
   22      22.000s     4.738e-02     4.668e-02   -7.048e-04
   23      23.000s     4.437e-02     4.301e-02   -1.357e-03
   24      24.000s     4.187e-02     3.995e-02   -1.918e-03
   25      25.000s     3.992e-02     3.741e-02   -2.513e-03
   26      26.000s     3.893e-02     3.529e-02   -3.641e-03
   27      27.000s     3.910e-02     3.352e-02   -5.580e-03
   28      28.000s     4.024e-02     3.205e-02   -8.183e-03
   29      29.000s     4.209e-02     3.083e-02   -1.126e-02
   30      30.000s     4.448e-02     2.981e-02   -1.467e-02

============================================================

