SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/158/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 374 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.189e+00     7.964e-02  
T     =       4.306s       98.915s  

RSS   =    1.977e-03
SD    =    8.117e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.021e+00    2.129e-02
    2       2.000s     8.478e-01     8.252e-01   -2.265e-02
    3       3.000s     6.887e-01     6.696e-01   -1.911e-02
    4       4.000s     5.495e-01     5.460e-01   -3.441e-03
    5       5.000s     4.409e-01     4.480e-01    7.079e-03
    6       6.000s     3.586e-01     3.701e-01    1.142e-02
    7       7.000s     2.960e-01     3.081e-01    1.210e-02
    8       8.000s     2.495e-01     2.589e-01    9.426e-03
    9       9.000s     2.153e-01     2.197e-01    4.485e-03
   10      10.000s     1.884e-01     1.885e-01    1.055e-04
   11      11.000s     1.661e-01     1.637e-01   -2.449e-03
   12      12.000s     1.480e-01     1.438e-01   -4.238e-03
   13      13.000s     1.336e-01     1.279e-01   -5.714e-03
   14      14.000s     1.211e-01     1.152e-01   -5.917e-03
   15      15.000s     1.097e-01     1.049e-01   -4.786e-03
   16      16.000s     1.003e-01     9.668e-02   -3.658e-03
   17      17.000s     9.306e-02     9.000e-02   -3.060e-03
   18      18.000s     8.673e-02     8.457e-02   -2.153e-03
   19      19.000s     8.082e-02     8.014e-02   -6.820e-04
   20      20.000s     7.602e-02     7.649e-02    4.685e-04
   21      21.000s     7.249e-02     7.347e-02    9.811e-04
   22      22.000s     6.932e-02     7.094e-02    1.617e-03
   23      23.000s     6.617e-02     6.881e-02    2.647e-03
   24      24.000s     6.370e-02     6.700e-02    3.293e-03
   25      25.000s     6.234e-02     6.543e-02    3.095e-03
   26      26.000s     6.158e-02     6.407e-02    2.489e-03
   27      27.000s     6.112e-02     6.287e-02    1.743e-03
   28      28.000s     6.128e-02     6.179e-02    5.106e-04
   29      29.000s     6.216e-02     6.082e-02   -1.340e-03
   30      30.000s     6.346e-02     5.993e-02   -3.539e-03

============================================================

