SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/25/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.256e+00     2.432e-02  
T     =       4.311s    118898799238483.141s  

RSS   =    1.491e-03
SD    =    7.050e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    2.021e-02
    2       2.000s     8.340e-01     8.140e-01   -1.993e-02
    3       3.000s     6.678e-01     6.506e-01   -1.727e-02
    4       4.000s     5.253e-01     5.209e-01   -4.373e-03
    5       5.000s     4.135e-01     4.181e-01    4.570e-03
    6       6.000s     3.282e-01     3.366e-01    8.388e-03
    7       7.000s     2.627e-01     2.719e-01    9.279e-03
    8       8.000s     2.125e-01     2.207e-01    8.142e-03
    9       9.000s     1.746e-01     1.800e-01    5.430e-03
   10      10.000s     1.455e-01     1.478e-01    2.309e-03
   11      11.000s     1.224e-01     1.222e-01   -1.883e-04
   12      12.000s     1.039e-01     1.020e-01   -1.971e-03
   13      13.000s     8.915e-02     8.589e-02   -3.260e-03
   14      14.000s     7.704e-02     7.314e-02   -3.891e-03
   15      15.000s     6.673e-02     6.304e-02   -3.694e-03
   16      16.000s     5.798e-02     5.502e-02   -2.959e-03
   17      17.000s     5.077e-02     4.867e-02   -2.108e-03
   18      18.000s     4.488e-02     4.363e-02   -1.256e-03
   19      19.000s     4.005e-02     3.963e-02   -4.237e-04
   20      20.000s     3.626e-02     3.646e-02    1.942e-04
   21      21.000s     3.345e-02     3.395e-02    5.003e-04
   22      22.000s     3.121e-02     3.195e-02    7.400e-04
   23      23.000s     2.920e-02     3.037e-02    1.169e-03
   24      24.000s     2.746e-02     2.912e-02    1.662e-03
   25      25.000s     2.624e-02     2.813e-02    1.885e-03
   26      26.000s     2.566e-02     2.734e-02    1.675e-03
   27      27.000s     2.568e-02     2.671e-02    1.027e-03
   28      28.000s     2.632e-02     2.622e-02   -1.068e-04
   29      29.000s     2.761e-02     2.582e-02   -1.790e-03
   30      30.000s     2.947e-02     2.551e-02   -3.956e-03

============================================================

