SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/307/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 434 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.214e+00     4.441e-02  
T     =       4.537s      659.032s  

RSS   =    1.345e-03
SD    =    6.696e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.018e+00    1.803e-02
    2       2.000s     8.409e-01     8.254e-01   -1.558e-02
    3       3.000s     6.875e-01     6.708e-01   -1.673e-02
    4       4.000s     5.539e-01     5.468e-01   -7.128e-03
    5       5.000s     4.446e-01     4.473e-01    2.690e-03
    6       6.000s     3.590e-01     3.675e-01    8.485e-03
    7       7.000s     2.933e-01     3.034e-01    1.013e-02
    8       8.000s     2.428e-01     2.520e-01    9.205e-03
    9       9.000s     2.040e-01     2.108e-01    6.757e-03
   10      10.000s     1.744e-01     1.777e-01    3.291e-03
   11      11.000s     1.513e-01     1.511e-01   -1.744e-04
   12      12.000s     1.324e-01     1.298e-01   -2.557e-03
   13      13.000s     1.165e-01     1.127e-01   -3.824e-03
   14      14.000s     1.035e-01     9.894e-02   -4.588e-03
   15      15.000s     9.281e-02     8.790e-02   -4.907e-03
   16      16.000s     8.343e-02     7.904e-02   -4.397e-03
   17      17.000s     7.515e-02     7.191e-02   -3.236e-03
   18      18.000s     6.831e-02     6.618e-02   -2.126e-03
   19      19.000s     6.294e-02     6.157e-02   -1.366e-03
   20      20.000s     5.856e-02     5.786e-02   -6.959e-04
   21      21.000s     5.486e-02     5.487e-02    1.547e-05
   22      22.000s     5.187e-02     5.246e-02    5.877e-04
   23      23.000s     4.951e-02     5.051e-02    1.001e-03
   24      24.000s     4.747e-02     4.894e-02    1.472e-03
   25      25.000s     4.566e-02     4.766e-02    2.001e-03
   26      26.000s     4.437e-02     4.663e-02    2.255e-03
   27      27.000s     4.382e-02     4.578e-02    1.967e-03
   28      28.000s     4.395e-02     4.510e-02    1.149e-03
   29      29.000s     4.461e-02     4.453e-02   -7.706e-05
   30      30.000s     4.571e-02     4.406e-02   -1.647e-03

============================================================

