SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/92/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 387 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.188e+00     8.793e-02  
T     =       4.142s       47.263s  

RSS   =    1.857e-03
SD    =    7.867e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.921e-02
    2       2.000s     8.401e-01     8.173e-01   -2.278e-02
    3       3.000s     6.755e-01     6.583e-01   -1.715e-02
    4       4.000s     5.338e-01     5.331e-01   -6.688e-04
    5       5.000s     4.252e-01     4.344e-01    9.193e-03
    6       6.000s     3.446e-01     3.565e-01    1.192e-02
    7       7.000s     2.840e-01     2.951e-01    1.101e-02
    8       8.000s     2.389e-01     2.464e-01    7.522e-03
    9       9.000s     2.055e-01     2.080e-01    2.421e-03
   10      10.000s     1.794e-01     1.774e-01   -1.965e-03
   11      11.000s     1.575e-01     1.531e-01   -4.390e-03
   12      12.000s     1.394e-01     1.338e-01   -5.630e-03
   13      13.000s     1.246e-01     1.183e-01   -6.270e-03
   14      14.000s     1.117e-01     1.058e-01   -5.833e-03
   15      15.000s     1.002e-01     9.580e-02   -4.417e-03
   16      16.000s     9.074e-02     8.765e-02   -3.097e-03
   17      17.000s     8.320e-02     8.098e-02   -2.219e-03
   18      18.000s     7.650e-02     7.549e-02   -1.011e-03
   19      19.000s     7.021e-02     7.093e-02    7.141e-04
   20      20.000s     6.506e-02     6.710e-02    2.036e-03
   21      21.000s     6.135e-02     6.385e-02    2.502e-03
   22      22.000s     5.825e-02     6.107e-02    2.823e-03
   23      23.000s     5.517e-02     5.866e-02    3.488e-03
   24      24.000s     5.263e-02     5.654e-02    3.911e-03
   25      25.000s     5.118e-02     5.465e-02    3.473e-03
   26      26.000s     5.055e-02     5.296e-02    2.415e-03
   27      27.000s     5.026e-02     5.142e-02    1.163e-03
   28      28.000s     5.042e-02     5.000e-02   -4.132e-04
   29      29.000s     5.129e-02     4.869e-02   -2.598e-03
   30      30.000s     5.278e-02     4.746e-02   -5.322e-03

============================================================

