SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/322/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 324 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.226e+00     6.442e-02  
T     =       4.085s       44.090s  

RSS   =    2.399e-03
SD    =    8.943e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.250e-02
    2       2.000s     8.398e-01     8.128e-01   -2.701e-02
    3       3.000s     6.680e-01     6.483e-01   -1.971e-02
    4       4.000s     5.194e-01     5.193e-01   -1.292e-04
    5       5.000s     4.071e-01     4.180e-01    1.084e-02
    6       6.000s     3.251e-01     3.384e-01    1.331e-02
    7       7.000s     2.639e-01     2.759e-01    1.197e-02
    8       8.000s     2.185e-01     2.267e-01    8.157e-03
    9       9.000s     1.852e-01     1.879e-01    2.764e-03
   10      10.000s     1.592e-01     1.574e-01   -1.813e-03
   11      11.000s     1.376e-01     1.332e-01   -4.385e-03
   12      12.000s     1.199e-01     1.140e-01   -5.863e-03
   13      13.000s     1.056e-01     9.884e-02   -6.776e-03
   14      14.000s     9.317e-02     8.672e-02   -6.455e-03
   15      15.000s     8.195e-02     7.702e-02   -4.924e-03
   16      16.000s     7.256e-02     6.922e-02   -3.336e-03
   17      17.000s     6.513e-02     6.292e-02   -2.208e-03
   18      18.000s     5.877e-02     5.779e-02   -9.789e-04
   19      19.000s     5.307e-02     5.358e-02    5.065e-04
   20      20.000s     4.847e-02     5.010e-02    1.629e-03
   21      21.000s     4.497e-02     4.719e-02    2.219e-03
   22      22.000s     4.196e-02     4.473e-02    2.774e-03
   23      23.000s     3.930e-02     4.264e-02    3.338e-03
   24      24.000s     3.744e-02     4.082e-02    3.384e-03
   25      25.000s     3.639e-02     3.924e-02    2.846e-03
   26      26.000s     3.563e-02     3.783e-02    2.203e-03
   27      27.000s     3.510e-02     3.657e-02    1.475e-03
   28      28.000s     3.528e-02     3.543e-02    1.469e-04
   29      29.000s     3.632e-02     3.439e-02   -1.931e-03
   30      30.000s     3.786e-02     3.342e-02   -4.445e-03

============================================================

