SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/141/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.123e+00     6.557e-02  
T     =       5.980s    1428127525762458.250s  

RSS   =    6.982e-04
SD    =    4.824e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.016e+00    1.583e-02
    2       2.000s     8.752e-01     8.695e-01   -5.747e-03
    3       3.000s     7.562e-01     7.457e-01   -1.048e-02
    4       4.000s     6.499e-01     6.410e-01   -8.955e-03
    5       5.000s     5.577e-01     5.523e-01   -5.329e-03
    6       6.000s     4.790e-01     4.774e-01   -1.604e-03
    7       7.000s     4.128e-01     4.140e-01    1.129e-03
    8       8.000s     3.576e-01     3.603e-01    2.739e-03
    9       9.000s     3.114e-01     3.149e-01    3.526e-03
   10      10.000s     2.728e-01     2.765e-01    3.711e-03
   11      11.000s     2.405e-01     2.440e-01    3.525e-03
   12      12.000s     2.133e-01     2.166e-01    3.218e-03
   13      13.000s     1.905e-01     1.933e-01    2.818e-03
   14      14.000s     1.714e-01     1.736e-01    2.257e-03
   15      15.000s     1.553e-01     1.570e-01    1.744e-03
   16      16.000s     1.413e-01     1.429e-01    1.590e-03
   17      17.000s     1.293e-01     1.310e-01    1.694e-03
   18      18.000s     1.193e-01     1.209e-01    1.669e-03
   19      19.000s     1.110e-01     1.124e-01    1.444e-03
   20      20.000s     1.039e-01     1.052e-01    1.295e-03
   21      21.000s     9.780e-02     9.909e-02    1.296e-03
   22      22.000s     9.271e-02     9.393e-02    1.219e-03
   23      23.000s     8.860e-02     8.956e-02    9.687e-04
   24      24.000s     8.524e-02     8.587e-02    6.321e-04
   25      25.000s     8.268e-02     8.274e-02    6.721e-05
   26      26.000s     8.114e-02     8.010e-02   -1.044e-03
   27      27.000s     8.050e-02     7.786e-02   -2.634e-03
   28      28.000s     8.019e-02     7.597e-02   -4.217e-03
   29      29.000s     7.991e-02     7.437e-02   -5.537e-03
   30      30.000s     7.984e-02     7.302e-02   -6.826e-03

============================================================

