SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/71/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.244e+00     3.387e-02  
T     =       4.865s    462688018217098.500s  

RSS   =    7.085e-03
SD    =    1.537e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.047e+00    4.706e-02
    2       2.000s     8.831e-01     8.588e-01   -2.430e-02
    3       3.000s     7.484e-01     7.055e-01   -4.288e-02
    4       4.000s     6.100e-01     5.807e-01   -2.923e-02
    5       5.000s     4.860e-01     4.791e-01   -6.847e-03
    6       6.000s     3.868e-01     3.964e-01    9.548e-03
    7       7.000s     3.117e-01     3.290e-01    1.732e-02
    8       8.000s     2.549e-01     2.742e-01    1.926e-02
    9       9.000s     2.120e-01     2.295e-01    1.755e-02
   10      10.000s     1.796e-01     1.932e-01    1.354e-02
   11      11.000s     1.545e-01     1.636e-01    9.038e-03
   12      12.000s     1.341e-01     1.395e-01    5.340e-03
   13      13.000s     1.174e-01     1.198e-01    2.428e-03
   14      14.000s     1.038e-01     1.039e-01    6.083e-05
   15      15.000s     9.232e-02     9.086e-02   -1.454e-03
   16      16.000s     8.233e-02     8.027e-02   -2.051e-03
   17      17.000s     7.397e-02     7.165e-02   -2.316e-03
   18      18.000s     6.720e-02     6.463e-02   -2.568e-03
   19      19.000s     6.136e-02     5.891e-02   -2.444e-03
   20      20.000s     5.603e-02     5.426e-02   -1.770e-03
   21      21.000s     5.149e-02     5.047e-02   -1.019e-03
   22      22.000s     4.797e-02     4.739e-02   -5.802e-04
   23      23.000s     4.519e-02     4.487e-02   -3.202e-04
   24      24.000s     4.299e-02     4.283e-02   -1.576e-04
   25      25.000s     4.156e-02     4.116e-02   -3.916e-04
   26      26.000s     4.101e-02     3.981e-02   -1.205e-03
   27      27.000s     4.115e-02     3.870e-02   -2.443e-03
   28      28.000s     4.188e-02     3.781e-02   -4.071e-03
   29      29.000s     4.333e-02     3.707e-02   -6.257e-03
   30      30.000s     4.532e-02     3.648e-02   -8.846e-03

============================================================

