SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/317/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 289 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.129e+00     1.545e-01  
T     =       3.640s       34.557s  

RSS   =    9.495e-04
SD    =    5.626e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.008e+00    7.738e-03
    2       2.000s     8.125e-01     7.974e-01   -1.505e-02
    3       3.000s     6.405e-01     6.367e-01   -3.807e-03
    4       4.000s     5.083e-01     5.138e-01    5.482e-03
    5       5.000s     4.120e-01     4.195e-01    7.468e-03
    6       6.000s     3.400e-01     3.470e-01    7.031e-03
    7       7.000s     2.861e-01     2.911e-01    4.995e-03
    8       8.000s     2.473e-01     2.479e-01    6.307e-04
    9       9.000s     2.181e-01     2.143e-01   -3.772e-03
   10      10.000s     1.940e-01     1.880e-01   -5.921e-03
   11      11.000s     1.740e-01     1.674e-01   -6.607e-03
   12      12.000s     1.579e-01     1.510e-01   -6.988e-03
   13      13.000s     1.439e-01     1.378e-01   -6.142e-03
   14      14.000s     1.306e-01     1.272e-01   -3.440e-03
   15      15.000s     1.189e-01     1.184e-01   -5.090e-04
   16      16.000s     1.100e-01     1.112e-01    1.127e-03
   17      17.000s     1.029e-01     1.051e-01    2.123e-03
   18      18.000s     9.636e-02     9.982e-02    3.457e-03
   19      19.000s     9.072e-02     9.527e-02    4.548e-03
   20      20.000s     8.657e-02     9.126e-02    4.697e-03
   21      21.000s     8.308e-02     8.768e-02    4.596e-03
   22      22.000s     7.949e-02     8.443e-02    4.942e-03
   23      23.000s     7.641e-02     8.146e-02    5.047e-03
   24      24.000s     7.459e-02     7.870e-02    4.112e-03
   25      25.000s     7.354e-02     7.613e-02    2.588e-03
   26      26.000s     7.262e-02     7.371e-02    1.094e-03
   27      27.000s     7.220e-02     7.142e-02   -7.787e-04
   28      28.000s     7.273e-02     6.924e-02   -3.495e-03
   29      29.000s     7.367e-02     6.716e-02   -6.516e-03
   30      30.000s     7.437e-02     6.516e-02   -9.211e-03

============================================================

