SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/346/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 133 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.231e+00     4.197e-02  
T     =       4.358s      122.871s  

RSS   =    1.818e-03
SD    =    7.784e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    2.008e-02
    2       2.000s     8.409e-01     8.191e-01   -2.180e-02
    3       3.000s     6.774e-01     6.593e-01   -1.811e-02
    4       4.000s     5.352e-01     5.322e-01   -3.004e-03
    5       5.000s     4.236e-01     4.311e-01    7.479e-03
    6       6.000s     3.389e-01     3.506e-01    1.170e-02
    7       7.000s     2.750e-01     2.866e-01    1.160e-02
    8       8.000s     2.274e-01     2.357e-01    8.318e-03
    9       9.000s     1.915e-01     1.951e-01    3.622e-03
   10      10.000s     1.631e-01     1.628e-01   -2.732e-04
   11      11.000s     1.398e-01     1.370e-01   -2.770e-03
   12      12.000s     1.211e-01     1.165e-01   -4.576e-03
   13      13.000s     1.058e-01     1.001e-01   -5.735e-03
   14      14.000s     9.268e-02     8.701e-02   -5.670e-03
   15      15.000s     8.121e-02     7.655e-02   -4.664e-03
   16      16.000s     7.182e-02     6.817e-02   -3.655e-03
   17      17.000s     6.427e-02     6.145e-02   -2.821e-03
   18      18.000s     5.773e-02     5.605e-02   -1.687e-03
   19      19.000s     5.204e-02     5.169e-02   -3.440e-04
   20      20.000s     4.757e-02     4.818e-02    6.025e-04
   21      21.000s     4.420e-02     4.532e-02    1.123e-03
   22      22.000s     4.127e-02     4.300e-02    1.728e-03
   23      23.000s     3.864e-02     4.109e-02    2.452e-03
   24      24.000s     3.670e-02     3.952e-02    2.819e-03
   25      25.000s     3.550e-02     3.822e-02    2.718e-03
   26      26.000s     3.464e-02     3.712e-02    2.487e-03
   27      27.000s     3.409e-02     3.620e-02    2.111e-03
   28      28.000s     3.433e-02     3.541e-02    1.079e-03
   29      29.000s     3.566e-02     3.473e-02   -9.281e-04
   30      30.000s     3.788e-02     3.414e-02   -3.736e-03

============================================================

