SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/181/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.155e+00     5.857e-02  
T     =       6.346s    1179485705301719.750s  

RSS   =    6.145e-03
SD    =    1.431e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.045e+00    4.483e-02
    2       2.000s     9.078e-01     9.011e-01   -6.739e-03
    3       3.000s     8.068e-01     7.782e-01   -2.856e-02
    4       4.000s     7.037e-01     6.733e-01   -3.040e-02
    5       5.000s     6.062e-01     5.837e-01   -2.246e-02
    6       6.000s     5.192e-01     5.071e-01   -1.207e-02
    7       7.000s     4.441e-01     4.417e-01   -2.347e-03
    8       8.000s     3.802e-01     3.859e-01    5.699e-03
    9       9.000s     3.269e-01     3.382e-01    1.130e-02
   10      10.000s     2.833e-01     2.974e-01    1.411e-02
   11      11.000s     2.478e-01     2.626e-01    1.474e-02
   12      12.000s     2.187e-01     2.328e-01    1.417e-02
   13      13.000s     1.946e-01     2.074e-01    1.285e-02
   14      14.000s     1.748e-01     1.857e-01    1.099e-02
   15      15.000s     1.582e-01     1.672e-01    9.000e-03
   16      16.000s     1.442e-01     1.514e-01    7.199e-03
   17      17.000s     1.323e-01     1.378e-01    5.510e-03
   18      18.000s     1.225e-01     1.263e-01    3.807e-03
   19      19.000s     1.142e-01     1.164e-01    2.253e-03
   20      20.000s     1.070e-01     1.080e-01    9.870e-04
   21      21.000s     1.009e-01     1.008e-01   -1.615e-04
   22      22.000s     9.597e-02     9.462e-02   -1.352e-03
   23      23.000s     9.181e-02     8.937e-02   -2.442e-03
   24      24.000s     8.819e-02     8.488e-02   -3.316e-03
   25      25.000s     8.523e-02     8.104e-02   -4.191e-03
   26      26.000s     8.310e-02     7.777e-02   -5.335e-03
   27      27.000s     8.171e-02     7.497e-02   -6.738e-03
   28      28.000s     8.092e-02     7.258e-02   -8.346e-03
   29      29.000s     8.085e-02     7.054e-02   -1.031e-02
   30      30.000s     8.147e-02     6.879e-02   -1.268e-02

============================================================

