SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/82/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 302 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.235e+00     5.616e-02  
T     =       4.081s       40.077s  

RSS   =    2.211e-03
SD    =    8.585e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.021e+00    2.132e-02
    2       2.000s     8.332e-01     8.099e-01   -2.329e-02
    3       3.000s     6.643e-01     6.442e-01   -2.009e-02
    4       4.000s     5.176e-01     5.142e-01   -3.394e-03
    5       5.000s     4.034e-01     4.122e-01    8.878e-03
    6       6.000s     3.187e-01     3.322e-01    1.350e-02
    7       7.000s     2.563e-01     2.693e-01    1.305e-02
    8       8.000s     2.103e-01     2.199e-01    9.540e-03
    9       9.000s     1.766e-01     1.809e-01    4.313e-03
   10      10.000s     1.510e-01     1.503e-01   -7.237e-04
   11      11.000s     1.302e-01     1.260e-01   -4.171e-03
   12      12.000s     1.130e-01     1.069e-01   -6.144e-03
   13      13.000s     9.880e-02     9.166e-02   -7.135e-03
   14      14.000s     8.653e-02     7.957e-02   -6.962e-03
   15      15.000s     7.547e-02     6.990e-02   -5.561e-03
   16      16.000s     6.588e-02     6.216e-02   -3.722e-03
   17      17.000s     5.809e-02     5.591e-02   -2.184e-03
   18      18.000s     5.168e-02     5.084e-02   -8.402e-04
   19      19.000s     4.616e-02     4.669e-02    5.365e-04
   20      20.000s     4.170e-02     4.328e-02    1.582e-03
   21      21.000s     3.845e-02     4.045e-02    1.996e-03
   22      22.000s     3.590e-02     3.806e-02    2.166e-03
   23      23.000s     3.354e-02     3.604e-02    2.500e-03
   24      24.000s     3.155e-02     3.431e-02    2.756e-03
   25      25.000s     3.021e-02     3.280e-02    2.582e-03
   26      26.000s     2.934e-02     3.147e-02    2.132e-03
   27      27.000s     2.870e-02     3.029e-02    1.585e-03
   28      28.000s     2.861e-02     2.922e-02    6.124e-04
   29      29.000s     2.939e-02     2.825e-02   -1.138e-03
   30      30.000s     3.086e-02     2.736e-02   -3.502e-03

============================================================

