SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/72/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 307 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.149e+00     1.137e-01  
T     =       4.198s       35.241s  

RSS   =    1.501e-03
SD    =    7.073e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.016e+00    1.601e-02
    2       2.000s     8.431e-01     8.210e-01   -2.211e-02
    3       3.000s     6.800e-01     6.667e-01   -1.329e-02
    4       4.000s     5.408e-01     5.446e-01    3.794e-03
    5       5.000s     4.372e-01     4.478e-01    1.067e-02
    6       6.000s     3.614e-01     3.711e-01    9.704e-03
    7       7.000s     3.025e-01     3.100e-01    7.497e-03
    8       8.000s     2.568e-01     2.615e-01    4.637e-03
    9       9.000s     2.227e-01     2.227e-01    5.290e-05
   10      10.000s     1.957e-01     1.917e-01   -4.043e-03
   11      11.000s     1.723e-01     1.668e-01   -5.438e-03
   12      12.000s     1.521e-01     1.468e-01   -5.358e-03
   13      13.000s     1.361e-01     1.305e-01   -5.584e-03
   14      14.000s     1.227e-01     1.173e-01   -5.383e-03
   15      15.000s     1.102e-01     1.065e-01   -3.679e-03
   16      16.000s     9.912e-02     9.760e-02   -1.528e-03
   17      17.000s     9.045e-02     9.019e-02   -2.594e-04
   18      18.000s     8.330e-02     8.398e-02    6.793e-04
   19      19.000s     7.658e-02     7.873e-02    2.153e-03
   20      20.000s     7.074e-02     7.424e-02    3.494e-03
   21      21.000s     6.649e-02     7.036e-02    3.872e-03
   22      22.000s     6.314e-02     6.697e-02    3.829e-03
   23      23.000s     6.002e-02     6.397e-02    3.959e-03
   24      24.000s     5.770e-02     6.130e-02    3.603e-03
   25      25.000s     5.664e-02     5.889e-02    2.255e-03
   26      26.000s     5.591e-02     5.670e-02    7.835e-04
   27      27.000s     5.477e-02     5.468e-02   -9.131e-05
   28      28.000s     5.397e-02     5.281e-02   -1.161e-03
   29      29.000s     5.436e-02     5.106e-02   -3.294e-03
   30      30.000s     5.532e-02     4.942e-02   -5.899e-03

============================================================

