SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/7/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.231e+00     2.641e-02  
T     =       5.398s    972299150359295.625s  

RSS   =    6.809e-03
SD    =    1.507e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.049e+00    4.935e-02
    2       2.000s     8.979e-01     8.763e-01   -2.152e-02
    3       3.000s     7.740e-01     7.326e-01   -4.140e-02
    4       4.000s     6.427e-01     6.132e-01   -2.952e-02
    5       5.000s     5.239e-01     5.139e-01   -9.940e-03
    6       6.000s     4.278e-01     4.315e-01    3.685e-03
    7       7.000s     3.520e-01     3.630e-01    1.097e-02
    8       8.000s     2.913e-01     3.061e-01    1.479e-02
    9       9.000s     2.435e-01     2.588e-01    1.525e-02
   10      10.000s     2.067e-01     2.195e-01    1.277e-02
   11      11.000s     1.768e-01     1.868e-01    1.003e-02
   12      12.000s     1.512e-01     1.597e-01    8.467e-03
   13      13.000s     1.304e-01     1.372e-01    6.795e-03
   14      14.000s     1.142e-01     1.184e-01    4.258e-03
   15      15.000s     1.006e-01     1.029e-01    2.297e-03
   16      16.000s     8.813e-02     8.993e-02    1.798e-03
   17      17.000s     7.769e-02     7.919e-02    1.495e-03
   18      18.000s     6.993e-02     7.026e-02    3.372e-04
   19      19.000s     6.370e-02     6.285e-02   -8.498e-04
   20      20.000s     5.783e-02     5.668e-02   -1.146e-03
   21      21.000s     5.263e-02     5.156e-02   -1.067e-03
   22      22.000s     4.862e-02     4.731e-02   -1.315e-03
   23      23.000s     4.539e-02     4.378e-02   -1.614e-03
   24      24.000s     4.253e-02     4.084e-02   -1.687e-03
   25      25.000s     4.041e-02     3.840e-02   -2.014e-03
   26      26.000s     3.929e-02     3.637e-02   -2.922e-03
   27      27.000s     3.877e-02     3.469e-02   -4.085e-03
   28      28.000s     3.873e-02     3.329e-02   -5.447e-03
   29      29.000s     3.963e-02     3.212e-02   -7.511e-03
   30      30.000s     4.142e-02     3.116e-02   -1.026e-02

============================================================

