SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/30/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 114 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.151e+00     6.548e-02  
T     =       5.458s      193.864s  

RSS   =    1.530e-03
SD    =    7.141e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.023e+00    2.330e-02
    2       2.000s     8.773e-01     8.626e-01   -1.478e-02
    3       3.000s     7.479e-01     7.287e-01   -1.925e-02
    4       4.000s     6.281e-01     6.172e-01   -1.097e-02
    5       5.000s     5.258e-01     5.242e-01   -1.524e-03
    6       6.000s     4.419e-01     4.468e-01    4.915e-03
    7       7.000s     3.744e-01     3.823e-01    7.904e-03
    8       8.000s     3.203e-01     3.286e-01    8.233e-03
    9       9.000s     2.769e-01     2.838e-01    6.896e-03
   10      10.000s     2.417e-01     2.464e-01    4.745e-03
   11      11.000s     2.128e-01     2.152e-01    2.466e-03
   12      12.000s     1.886e-01     1.893e-01    6.246e-04
   13      13.000s     1.680e-01     1.676e-01   -4.902e-04
   14      14.000s     1.505e-01     1.494e-01   -1.021e-03
   15      15.000s     1.356e-01     1.343e-01   -1.292e-03
   16      16.000s     1.230e-01     1.217e-01   -1.382e-03
   17      17.000s     1.122e-01     1.111e-01   -1.131e-03
   18      18.000s     1.028e-01     1.022e-01   -5.658e-04
   19      19.000s     9.482e-02     9.478e-02   -3.982e-05
   20      20.000s     8.837e-02     8.855e-02    1.754e-04
   21      21.000s     8.310e-02     8.331e-02    2.075e-04
   22      22.000s     7.856e-02     7.890e-02    3.405e-04
   23      23.000s     7.457e-02     7.517e-02    6.044e-04
   24      24.000s     7.125e-02     7.203e-02    7.733e-04
   25      25.000s     6.869e-02     6.936e-02    6.611e-04
   26      26.000s     6.686e-02     6.708e-02    2.203e-04
   27      27.000s     6.573e-02     6.515e-02   -5.879e-04
   28      28.000s     6.527e-02     6.348e-02   -1.789e-03
   29      29.000s     6.529e-02     6.205e-02   -3.240e-03
   30      30.000s     6.548e-02     6.081e-02   -4.667e-03

============================================================

