SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/110/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 119 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.190e+00     6.994e-02  
T     =       4.581s      209.380s  

RSS   =    2.725e-03
SD    =    9.531e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.026e+00    2.640e-02
    2       2.000s     8.611e-01     8.384e-01   -2.273e-02
    3       3.000s     7.120e-01     6.872e-01   -2.479e-02
    4       4.000s     5.754e-01     5.656e-01   -9.771e-03
    5       5.000s     4.628e-01     4.678e-01    5.026e-03
    6       6.000s     3.758e-01     3.892e-01    1.333e-02
    7       7.000s     3.112e-01     3.258e-01    1.468e-02
    8       8.000s     2.634e-01     2.749e-01    1.144e-02
    9       9.000s     2.270e-01     2.338e-01    6.805e-03
   10      10.000s     1.982e-01     2.008e-01    2.621e-03
   11      11.000s     1.751e-01     1.742e-01   -8.998e-04
   12      12.000s     1.564e-01     1.527e-01   -3.678e-03
   13      13.000s     1.406e-01     1.354e-01   -5.169e-03
   14      14.000s     1.268e-01     1.214e-01   -5.339e-03
   15      15.000s     1.150e-01     1.101e-01   -4.911e-03
   16      16.000s     1.053e-01     1.010e-01   -4.289e-03
   17      17.000s     9.679e-02     9.359e-02   -3.203e-03
   18      18.000s     8.924e-02     8.757e-02   -1.663e-03
   19      19.000s     8.297e-02     8.268e-02   -2.872e-04
   20      20.000s     7.808e-02     7.869e-02    6.080e-04
   21      21.000s     7.403e-02     7.542e-02    1.395e-03
   22      22.000s     7.044e-02     7.274e-02    2.293e-03
   23      23.000s     6.762e-02     7.052e-02    2.904e-03
   24      24.000s     6.577e-02     6.868e-02    2.907e-03
   25      25.000s     6.463e-02     6.715e-02    2.516e-03
   26      26.000s     6.394e-02     6.586e-02    1.918e-03
   27      27.000s     6.391e-02     6.476e-02    8.503e-04
   28      28.000s     6.474e-02     6.383e-02   -9.101e-04
   29      29.000s     6.612e-02     6.302e-02   -3.107e-03
   30      30.000s     6.762e-02     6.231e-02   -5.312e-03

============================================================

