SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/160/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 297 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.205e+00     7.301e-02  
T     =       4.157s       41.799s  

RSS   =    1.856e-03
SD    =    7.866e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.875e-02
    2       2.000s     8.361e-01     8.145e-01   -2.157e-02
    3       3.000s     6.707e-01     6.536e-01   -1.716e-02
    4       4.000s     5.287e-01     5.268e-01   -1.987e-03
    5       5.000s     4.182e-01     4.267e-01    8.546e-03
    6       6.000s     3.353e-01     3.478e-01    1.249e-02
    7       7.000s     2.737e-01     2.855e-01    1.178e-02
    8       8.000s     2.282e-01     2.362e-01    7.975e-03
    9       9.000s     1.943e-01     1.971e-01    2.825e-03
   10      10.000s     1.679e-01     1.662e-01   -1.670e-03
   11      11.000s     1.462e-01     1.416e-01   -4.617e-03
   12      12.000s     1.283e-01     1.220e-01   -6.324e-03
   13      13.000s     1.133e-01     1.063e-01   -7.009e-03
   14      14.000s     1.002e-01     9.376e-02   -6.484e-03
   15      15.000s     8.863e-02     8.365e-02   -4.984e-03
   16      16.000s     7.874e-02     7.546e-02   -3.279e-03
   17      17.000s     7.059e-02     6.879e-02   -1.792e-03
   18      18.000s     6.368e-02     6.333e-02   -3.515e-04
   19      19.000s     5.770e-02     5.882e-02    1.119e-03
   20      20.000s     5.275e-02     5.505e-02    2.304e-03
   21      21.000s     4.889e-02     5.189e-02    3.001e-03
   22      22.000s     4.582e-02     4.919e-02    3.371e-03
   23      23.000s     4.333e-02     4.688e-02    3.552e-03
   24      24.000s     4.140e-02     4.486e-02    3.460e-03
   25      25.000s     4.004e-02     4.309e-02    3.048e-03
   26      26.000s     3.913e-02     4.151e-02    2.378e-03
   27      27.000s     3.875e-02     4.009e-02    1.343e-03
   28      28.000s     3.913e-02     3.880e-02   -3.364e-04
   29      29.000s     4.034e-02     3.761e-02   -2.735e-03
   30      30.000s     4.211e-02     3.650e-02   -5.610e-03

============================================================

