SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/131/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 297 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.250e+00     9.650e-02  
T     =       3.288s       25.479s  

RSS   =    1.598e-03
SD    =    7.299e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.015e+00    1.465e-02
    2       2.000s     7.926e-01     7.693e-01   -2.326e-02
    3       3.000s     5.973e-01     5.876e-01   -9.768e-03
    4       4.000s     4.479e-01     4.527e-01    4.745e-03
    5       5.000s     3.422e-01     3.524e-01    1.025e-02
    6       6.000s     2.665e-01     2.778e-01    1.126e-02
    7       7.000s     2.131e-01     2.220e-01    8.919e-03
    8       8.000s     1.769e-01     1.802e-01    3.275e-03
    9       9.000s     1.510e-01     1.487e-01   -2.325e-03
   10      10.000s     1.302e-01     1.249e-01   -5.290e-03
   11      11.000s     1.135e-01     1.067e-01   -6.758e-03
   12      12.000s     1.007e-01     9.275e-02   -7.924e-03
   13      13.000s     8.948e-02     8.191e-02   -7.569e-03
   14      14.000s     7.846e-02     7.339e-02   -5.072e-03
   15      15.000s     6.886e-02     6.661e-02   -2.247e-03
   16      16.000s     6.162e-02     6.113e-02   -4.889e-04
   17      17.000s     5.562e-02     5.662e-02    1.001e-03
   18      18.000s     4.999e-02     5.285e-02    2.866e-03
   19      19.000s     4.554e-02     4.965e-02    4.101e-03
   20      20.000s     4.274e-02     4.687e-02    4.128e-03
   21      21.000s     4.044e-02     4.443e-02    3.986e-03
   22      22.000s     3.795e-02     4.225e-02    4.301e-03
   23      23.000s     3.612e-02     4.027e-02    4.154e-03
   24      24.000s     3.548e-02     3.847e-02    2.984e-03
   25      25.000s     3.509e-02     3.680e-02    1.708e-03
   26      26.000s     3.429e-02     3.524e-02    9.565e-04
   27      27.000s     3.384e-02     3.378e-02   -5.809e-05
   28      28.000s     3.440e-02     3.241e-02   -1.993e-03
   29      29.000s     3.540e-02     3.110e-02   -4.294e-03
   30      30.000s     3.639e-02     2.986e-02   -6.524e-03

============================================================

