SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/254/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 123 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.183e+00     5.917e-02  
T     =       5.066s      251.796s  

RSS   =    3.079e-03
SD    =    1.013e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.030e+00    2.995e-02
    2       2.000s     8.728e-01     8.558e-01   -1.705e-02
    3       3.000s     7.405e-01     7.128e-01   -2.777e-02
    4       4.000s     6.139e-01     5.953e-01   -1.856e-02
    5       5.000s     5.015e-01     4.989e-01   -2.627e-03
    6       6.000s     4.102e-01     4.197e-01    9.486e-03
    7       7.000s     3.407e-01     3.546e-01    1.390e-02
    8       8.000s     2.878e-01     3.012e-01    1.335e-02
    9       9.000s     2.460e-01     2.573e-01    1.130e-02
   10      10.000s     2.129e-01     2.212e-01    8.296e-03
   11      11.000s     1.874e-01     1.915e-01    4.149e-03
   12      12.000s     1.669e-01     1.671e-01    2.482e-04
   13      13.000s     1.491e-01     1.471e-01   -1.999e-03
   14      14.000s     1.336e-01     1.306e-01   -2.987e-03
   15      15.000s     1.207e-01     1.170e-01   -3.681e-03
   16      16.000s     1.098e-01     1.058e-01   -3.975e-03
   17      17.000s     1.000e-01     9.657e-02   -3.458e-03
   18      18.000s     9.154e-02     8.896e-02   -2.576e-03
   19      19.000s     8.461e-02     8.267e-02   -1.932e-03
   20      20.000s     7.882e-02     7.748e-02   -1.346e-03
   21      21.000s     7.366e-02     7.317e-02   -4.891e-04
   22      22.000s     6.926e-02     6.960e-02    3.410e-04
   23      23.000s     6.585e-02     6.663e-02    7.815e-04
   24      24.000s     6.314e-02     6.415e-02    1.018e-03
   25      25.000s     6.087e-02     6.208e-02    1.209e-03
   26      26.000s     5.934e-02     6.035e-02    1.009e-03
   27      27.000s     5.870e-02     5.889e-02    1.828e-04
   28      28.000s     5.861e-02     5.765e-02   -9.614e-04
   29      29.000s     5.884e-02     5.660e-02   -2.246e-03
   30      30.000s     5.970e-02     5.569e-02   -4.009e-03

============================================================

