SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/212/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.177e+00     1.521e-02  
T     =       7.205s    98883584481754.453s  

RSS   =    6.952e-03
SD    =    1.522e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.040e+00    3.956e-02
    2       2.000s     9.028e-01     9.068e-01    4.047e-03
    3       3.000s     8.083e-01     7.913e-01   -1.703e-02
    4       4.000s     7.166e-01     6.907e-01   -2.587e-02
    5       5.000s     6.290e-01     6.032e-01   -2.588e-02
    6       6.000s     5.477e-01     5.270e-01   -2.070e-02
    7       7.000s     4.737e-01     4.606e-01   -1.306e-02
    8       8.000s     4.082e-01     4.029e-01   -5.261e-03
    9       9.000s     3.516e-01     3.527e-01    1.032e-03
   10      10.000s     3.033e-01     3.089e-01    5.609e-03
   11      11.000s     2.615e-01     2.709e-01    9.399e-03
   12      12.000s     2.248e-01     2.377e-01    1.292e-02
   13      13.000s     1.933e-01     2.089e-01    1.564e-02
   14      14.000s     1.669e-01     1.838e-01    1.690e-02
   15      15.000s     1.452e-01     1.619e-01    1.676e-02
   16      16.000s     1.272e-01     1.429e-01    1.569e-02
   17      17.000s     1.124e-01     1.264e-01    1.402e-02
   18      18.000s     9.999e-02     1.120e-01    1.199e-02
   19      19.000s     8.963e-02     9.943e-02    9.799e-03
   20      20.000s     8.097e-02     8.852e-02    7.553e-03
   21      21.000s     7.381e-02     7.902e-02    5.208e-03
   22      22.000s     6.796e-02     7.075e-02    2.789e-03
   23      23.000s     6.314e-02     6.355e-02    4.114e-04
   24      24.000s     5.930e-02     5.729e-02   -2.015e-03
   25      25.000s     5.667e-02     5.183e-02   -4.836e-03
   26      26.000s     5.534e-02     4.709e-02   -8.250e-03
   27      27.000s     5.493e-02     4.296e-02   -1.197e-02
   28      28.000s     5.481e-02     3.936e-02   -1.545e-02
   29      29.000s     5.457e-02     3.623e-02   -1.834e-02
   30      30.000s     5.417e-02     3.351e-02   -2.067e-02

============================================================

