SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/296/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.248e+00     3.309e-02  
T     =       4.560s    117024120400599.781s  

RSS   =    4.716e-03
SD    =    1.254e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.036e+00    3.559e-02
    2       2.000s     8.655e-01     8.382e-01   -2.737e-02
    3       3.000s     7.133e-01     6.796e-01   -3.361e-02
    4       4.000s     5.687e-01     5.523e-01   -1.643e-02
    5       5.000s     4.473e-01     4.501e-01    2.796e-03
    6       6.000s     3.531e-01     3.680e-01    1.488e-02
    7       7.000s     2.831e-01     3.020e-01    1.892e-02
    8       8.000s     2.317e-01     2.491e-01    1.732e-02
    9       9.000s     1.939e-01     2.065e-01    1.265e-02
   10      10.000s     1.655e-01     1.724e-01    6.905e-03
   11      11.000s     1.433e-01     1.449e-01    1.680e-03
   12      12.000s     1.250e-01     1.229e-01   -2.111e-03
   13      13.000s     1.097e-01     1.052e-01   -4.482e-03
   14      14.000s     9.683e-02     9.103e-02   -5.806e-03
   15      15.000s     8.582e-02     7.962e-02   -6.206e-03
   16      16.000s     7.621e-02     7.046e-02   -5.755e-03
   17      17.000s     6.797e-02     6.310e-02   -4.872e-03
   18      18.000s     6.121e-02     5.719e-02   -4.026e-03
   19      19.000s     5.571e-02     5.244e-02   -3.268e-03
   20      20.000s     5.106e-02     4.863e-02   -2.424e-03
   21      21.000s     4.714e-02     4.557e-02   -1.564e-03
   22      22.000s     4.399e-02     4.311e-02   -8.712e-04
   23      23.000s     4.140e-02     4.114e-02   -2.569e-04
   24      24.000s     3.906e-02     3.956e-02    4.912e-04
   25      25.000s     3.699e-02     3.828e-02    1.289e-03
   26      26.000s     3.543e-02     3.726e-02    1.833e-03
   27      27.000s     3.446e-02     3.644e-02    1.983e-03
   28      28.000s     3.402e-02     3.578e-02    1.762e-03
   29      29.000s     3.416e-02     3.525e-02    1.092e-03
   30      30.000s     3.496e-02     3.483e-02   -1.319e-04

============================================================

