SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/266/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 109 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.163e+00     5.253e-02  
T     =       5.240s      156.913s  

RSS   =    9.019e-04
SD    =    5.483e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.013e+00    1.348e-02
    2       2.000s     8.583e-01     8.461e-01   -1.220e-02
    3       3.000s     7.204e-01     7.078e-01   -1.258e-02
    4       4.000s     5.990e-01     5.935e-01   -5.599e-03
    5       5.000s     4.964e-01     4.989e-01    2.561e-03
    6       6.000s     4.126e-01     4.207e-01    8.148e-03
    7       7.000s     3.470e-01     3.561e-01    9.074e-03
    8       8.000s     2.957e-01     3.026e-01    6.947e-03
    9       9.000s     2.540e-01     2.584e-01    4.431e-03
   10      10.000s     2.199e-01     2.218e-01    1.953e-03
   11      11.000s     1.925e-01     1.915e-01   -1.007e-03
   12      12.000s     1.700e-01     1.665e-01   -3.540e-03
   13      13.000s     1.501e-01     1.457e-01   -4.462e-03
   14      14.000s     1.327e-01     1.285e-01   -4.276e-03
   15      15.000s     1.183e-01     1.142e-01   -4.119e-03
   16      16.000s     1.063e-01     1.023e-01   -3.916e-03
   17      17.000s     9.558e-02     9.250e-02   -3.088e-03
   18      18.000s     8.632e-02     8.432e-02   -2.008e-03
   19      19.000s     7.884e-02     7.751e-02   -1.330e-03
   20      20.000s     7.258e-02     7.183e-02   -7.475e-04
   21      21.000s     6.678e-02     6.709e-02    3.118e-04
   22      22.000s     6.161e-02     6.313e-02    1.517e-03
   23      23.000s     5.756e-02     5.980e-02    2.241e-03
   24      24.000s     5.436e-02     5.701e-02    2.641e-03
   25      25.000s     5.152e-02     5.465e-02    3.130e-03
   26      26.000s     4.931e-02     5.265e-02    3.343e-03
   27      27.000s     4.834e-02     5.095e-02    2.609e-03
   28      28.000s     4.854e-02     4.950e-02    9.662e-04
   29      29.000s     4.932e-02     4.826e-02   -1.063e-03
   30      30.000s     5.045e-02     4.718e-02   -3.270e-03

============================================================

