SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/176/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.145e+00     4.112e-02  
T     =       6.324s    2187859795435641.250s  

RSS   =    1.209e-03
SD    =    6.348e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.859e-02
    2       2.000s     8.797e-01     8.756e-01   -4.068e-03
    3       3.000s     7.647e-01     7.536e-01   -1.109e-02
    4       4.000s     6.606e-01     6.494e-01   -1.123e-02
    5       5.000s     5.683e-01     5.604e-01   -7.904e-03
    6       6.000s     4.883e-01     4.845e-01   -3.833e-03
    7       7.000s     4.203e-01     4.196e-01   -6.626e-04
    8       8.000s     3.627e-01     3.643e-01    1.528e-03
    9       9.000s     3.140e-01     3.170e-01    2.970e-03
   10      10.000s     2.731e-01     2.767e-01    3.570e-03
   11      11.000s     2.387e-01     2.422e-01    3.504e-03
   12      12.000s     2.095e-01     2.128e-01    3.293e-03
   13      13.000s     1.845e-01     1.877e-01    3.201e-03
   14      14.000s     1.631e-01     1.663e-01    3.191e-03
   15      15.000s     1.446e-01     1.480e-01    3.348e-03
   16      16.000s     1.286e-01     1.323e-01    3.764e-03
   17      17.000s     1.148e-01     1.190e-01    4.211e-03
   18      18.000s     1.032e-01     1.076e-01    4.420e-03
   19      19.000s     9.341e-02     9.788e-02    4.476e-03
   20      20.000s     8.510e-02     8.958e-02    4.486e-03
   21      21.000s     7.829e-02     8.249e-02    4.203e-03
   22      22.000s     7.306e-02     7.644e-02    3.385e-03
   23      23.000s     6.905e-02     7.128e-02    2.233e-03
   24      24.000s     6.585e-02     6.687e-02    1.022e-03
   25      25.000s     6.353e-02     6.310e-02   -4.289e-04
   26      26.000s     6.235e-02     5.989e-02   -2.463e-03
   27      27.000s     6.212e-02     5.714e-02   -4.977e-03
   28      28.000s     6.231e-02     5.480e-02   -7.505e-03
   29      29.000s     6.252e-02     5.280e-02   -9.715e-03
   30      30.000s     6.261e-02     5.109e-02   -1.152e-02

============================================================

