SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/290/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 142 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.240e+00     3.106e-02  
T     =       4.241s      228.992s  

RSS   =    1.009e-03
SD    =    5.799e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.010e+00    1.021e-02
    2       2.000s     8.217e-01     8.044e-01   -1.733e-02
    3       3.000s     6.505e-01     6.418e-01   -8.745e-03
    4       4.000s     5.087e-01     5.133e-01    4.536e-03
    5       5.000s     4.010e-01     4.117e-01    1.072e-02
    6       6.000s     3.212e-01     3.315e-01    1.029e-02
    7       7.000s     2.612e-01     2.681e-01    6.874e-03
    8       8.000s     2.156e-01     2.180e-01    2.424e-03
    9       9.000s     1.805e-01     1.784e-01   -2.136e-03
   10      10.000s     1.524e-01     1.470e-01   -5.391e-03
   11      11.000s     1.287e-01     1.223e-01   -6.457e-03
   12      12.000s     1.088e-01     1.027e-01   -6.142e-03
   13      13.000s     9.282e-02     8.718e-02   -5.642e-03
   14      14.000s     7.983e-02     7.490e-02   -4.927e-03
   15      15.000s     6.871e-02     6.518e-02   -3.531e-03
   16      16.000s     5.944e-02     5.747e-02   -1.966e-03
   17      17.000s     5.241e-02     5.136e-02   -1.056e-03
   18      18.000s     4.708e-02     4.650e-02   -5.804e-04
   19      19.000s     4.246e-02     4.264e-02    1.757e-04
   20      20.000s     3.848e-02     3.956e-02    1.076e-03
   21      21.000s     3.562e-02     3.711e-02    1.482e-03
   22      22.000s     3.363e-02     3.514e-02    1.507e-03
   23      23.000s     3.175e-02     3.356e-02    1.808e-03
   24      24.000s     2.988e-02     3.229e-02    2.410e-03
   25      25.000s     2.849e-02     3.126e-02    2.768e-03
   26      26.000s     2.765e-02     3.042e-02    2.769e-03
   27      27.000s     2.702e-02     2.973e-02    2.715e-03
   28      28.000s     2.672e-02     2.917e-02    2.446e-03
   29      29.000s     2.737e-02     2.869e-02    1.321e-03
   30      30.000s     2.929e-02     2.829e-02   -9.969e-04

============================================================

