SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/276/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 242 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.228e+00     6.168e-02  
T     =       4.040s       43.128s  

RSS   =    1.774e-03
SD    =    7.690e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.019e+00    1.869e-02
    2       2.000s     8.284e-01     8.072e-01   -2.124e-02
    3       3.000s     6.587e-01     6.418e-01   -1.697e-02
    4       4.000s     5.150e-01     5.123e-01   -2.629e-03
    5       5.000s     4.032e-01     4.110e-01    7.816e-03
    6       6.000s     3.192e-01     3.317e-01    1.248e-02
    7       7.000s     2.572e-01     2.695e-01    1.231e-02
    8       8.000s     2.123e-01     2.207e-01    8.454e-03
    9       9.000s     1.794e-01     1.824e-01    3.015e-03
   10      10.000s     1.539e-01     1.522e-01   -1.679e-03
   11      11.000s     1.332e-01     1.284e-01   -4.724e-03
   12      12.000s     1.161e-01     1.097e-01   -6.382e-03
   13      13.000s     1.016e-01     9.479e-02   -6.774e-03
   14      14.000s     8.884e-02     8.297e-02   -5.869e-03
   15      15.000s     7.775e-02     7.353e-02   -4.225e-03
   16      16.000s     6.863e-02     6.596e-02   -2.675e-03
   17      17.000s     6.131e-02     5.985e-02   -1.458e-03
   18      18.000s     5.522e-02     5.490e-02   -3.217e-04
   19      19.000s     5.010e-02     5.084e-02    7.325e-04
   20      20.000s     4.603e-02     4.749e-02    1.460e-03
   21      21.000s     4.280e-02     4.469e-02    1.893e-03
   22      22.000s     4.006e-02     4.233e-02    2.273e-03
   23      23.000s     3.773e-02     4.032e-02    2.596e-03
   24      24.000s     3.591e-02     3.859e-02    2.674e-03
   25      25.000s     3.457e-02     3.707e-02    2.499e-03
   26      26.000s     3.359e-02     3.572e-02    2.138e-03
   27      27.000s     3.309e-02     3.452e-02    1.430e-03
   28      28.000s     3.327e-02     3.342e-02    1.574e-04
   29      29.000s     3.408e-02     3.242e-02   -1.655e-03
   30      30.000s     3.541e-02     3.150e-02   -3.917e-03

============================================================

