SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/273/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 347 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.200e+00     4.953e-02  
T     =       4.863s      566.025s  

RSS   =    2.724e-03
SD    =    9.529e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.026e+00    2.644e-02
    2       2.000s     8.670e-01     8.448e-01   -2.223e-02
    3       3.000s     7.230e-01     6.969e-01   -2.611e-02
    4       4.000s     5.860e-01     5.764e-01   -9.595e-03
    5       5.000s     4.720e-01     4.783e-01    6.320e-03
    6       6.000s     3.852e-01     3.985e-01    1.331e-02
    7       7.000s     3.198e-01     3.334e-01    1.366e-02
    8       8.000s     2.692e-01     2.805e-01    1.131e-02
    9       9.000s     2.298e-01     2.373e-01    7.499e-03
   10      10.000s     1.993e-01     2.022e-01    2.859e-03
   11      11.000s     1.746e-01     1.736e-01   -1.009e-03
   12      12.000s     1.534e-01     1.503e-01   -3.179e-03
   13      13.000s     1.356e-01     1.313e-01   -4.354e-03
   14      14.000s     1.211e-01     1.158e-01   -5.277e-03
   15      15.000s     1.088e-01     1.032e-01   -5.617e-03
   16      16.000s     9.789e-02     9.286e-02   -5.024e-03
   17      17.000s     8.843e-02     8.447e-02   -3.966e-03
   18      18.000s     8.054e-02     7.762e-02   -2.927e-03
   19      19.000s     7.380e-02     7.202e-02   -1.772e-03
   20      20.000s     6.791e-02     6.745e-02   -4.526e-04
   21      21.000s     6.319e-02     6.372e-02    5.278e-04
   22      22.000s     5.978e-02     6.066e-02    8.830e-04
   23      23.000s     5.711e-02     5.816e-02    1.052e-03
   24      24.000s     5.463e-02     5.610e-02    1.472e-03
   25      25.000s     5.249e-02     5.442e-02    1.927e-03
   26      26.000s     5.100e-02     5.303e-02    2.030e-03
   27      27.000s     5.009e-02     5.188e-02    1.788e-03
   28      28.000s     4.963e-02     5.093e-02    1.301e-03
   29      29.000s     4.978e-02     5.014e-02    3.651e-04
   30      30.000s     5.070e-02     4.949e-02   -1.218e-03

============================================================

