SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/49/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.235e+00     1.978e-02  
T     =       5.157s    402372272897714.625s  

RSS   =    4.454e-03
SD    =    1.218e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.037e+00    3.727e-02
    2       2.000s     8.717e-01     8.579e-01   -1.381e-02
    3       3.000s     7.370e-01     7.102e-01   -2.682e-02
    4       4.000s     6.132e-01     5.885e-01   -2.472e-02
    5       5.000s     5.043e-01     4.882e-01   -1.602e-02
    6       6.000s     4.098e-01     4.057e-01   -4.137e-03
    7       7.000s     3.312e-01     3.376e-01    6.403e-03
    8       8.000s     2.691e-01     2.816e-01    1.246e-02
    9       9.000s     2.209e-01     2.355e-01    1.459e-02
   10      10.000s     1.830e-01     1.974e-01    1.441e-02
   11      11.000s     1.537e-01     1.661e-01    1.238e-02
   12      12.000s     1.311e-01     1.403e-01    9.211e-03
   13      13.000s     1.125e-01     1.191e-01    6.618e-03
   14      14.000s     9.625e-02     1.016e-01    5.321e-03
   15      15.000s     8.288e-02     8.715e-02    4.268e-03
   16      16.000s     7.252e-02     7.528e-02    2.758e-03
   17      17.000s     6.391e-02     6.549e-02    1.582e-03
   18      18.000s     5.613e-02     5.744e-02    1.309e-03
   19      19.000s     4.964e-02     5.080e-02    1.154e-03
   20      20.000s     4.494e-02     4.533e-02    3.870e-04
   21      21.000s     4.139e-02     4.083e-02   -5.639e-04
   22      22.000s     3.829e-02     3.712e-02   -1.178e-03
   23      23.000s     3.580e-02     3.406e-02   -1.741e-03
   24      24.000s     3.407e-02     3.154e-02   -2.524e-03
   25      25.000s     3.267e-02     2.947e-02   -3.201e-03
   26      26.000s     3.149e-02     2.776e-02   -3.724e-03
   27      27.000s     3.109e-02     2.635e-02   -4.739e-03
   28      28.000s     3.181e-02     2.520e-02   -6.610e-03
   29      29.000s     3.317e-02     2.424e-02   -8.929e-03
   30      30.000s     3.486e-02     2.345e-02   -1.140e-02

============================================================

