SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/58/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 326 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.186e+00     7.201e-02  
T     =       4.502s       34.545s  

RSS   =    1.915e-03
SD    =    7.989e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.020e+00    1.960e-02
    2       2.000s     8.481e-01     8.285e-01   -1.966e-02
    3       3.000s     6.945e-01     6.751e-01   -1.941e-02
    4       4.000s     5.568e-01     5.519e-01   -4.890e-03
    5       5.000s     4.454e-01     4.529e-01    7.495e-03
    6       6.000s     3.608e-01     3.733e-01    1.258e-02
    7       7.000s     2.969e-01     3.093e-01    1.236e-02
    8       8.000s     2.483e-01     2.577e-01    9.405e-03
    9       9.000s     2.115e-01     2.162e-01    4.703e-03
   10      10.000s     1.830e-01     1.826e-01   -4.503e-04
   11      11.000s     1.596e-01     1.554e-01   -4.173e-03
   12      12.000s     1.393e-01     1.334e-01   -5.882e-03
   13      13.000s     1.220e-01     1.155e-01   -6.478e-03
   14      14.000s     1.074e-01     1.009e-01   -6.501e-03
   15      15.000s     9.465e-02     8.903e-02   -5.626e-03
   16      16.000s     8.322e-02     7.926e-02   -3.967e-03
   17      17.000s     7.354e-02     7.120e-02   -2.334e-03
   18      18.000s     6.556e-02     6.453e-02   -1.029e-03
   19      19.000s     5.862e-02     5.898e-02    3.625e-04
   20      20.000s     5.248e-02     5.432e-02    1.844e-03
   21      21.000s     4.758e-02     5.039e-02    2.808e-03
   22      22.000s     4.395e-02     4.705e-02    3.096e-03
   23      23.000s     4.094e-02     4.418e-02    3.230e-03
   24      24.000s     3.830e-02     4.169e-02    3.393e-03
   25      25.000s     3.641e-02     3.952e-02    3.108e-03
   26      26.000s     3.550e-02     3.761e-02    2.115e-03
   27      27.000s     3.515e-02     3.591e-02    7.609e-04
   28      28.000s     3.502e-02     3.438e-02   -6.353e-04
   29      29.000s     3.510e-02     3.300e-02   -2.104e-03
   30      30.000s     3.533e-02     3.173e-02   -3.600e-03

============================================================

