SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/10/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.224e+00     3.135e-02  
T     =       5.672s    448087531034539.438s  

RSS   =    1.041e-02
SD    =    1.863e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.058e+00    5.770e-02
    2       2.000s     9.066e-01     8.918e-01   -1.481e-02
    3       3.000s     7.951e-01     7.527e-01   -4.243e-02
    4       4.000s     6.777e-01     6.361e-01   -4.160e-02
    5       5.000s     5.652e-01     5.383e-01   -2.685e-02
    6       6.000s     4.642e-01     4.564e-01   -7.840e-03
    7       7.000s     3.789e-01     3.877e-01    8.801e-03
    8       8.000s     3.114e-01     3.301e-01    1.871e-02
    9       9.000s     2.603e-01     2.818e-01    2.148e-02
   10      10.000s     2.212e-01     2.413e-01    2.016e-02
   11      11.000s     1.897e-01     2.074e-01    1.762e-02
   12      12.000s     1.643e-01     1.789e-01    1.462e-02
   13      13.000s     1.438e-01     1.551e-01    1.126e-02
   14      14.000s     1.267e-01     1.351e-01    8.324e-03
   15      15.000s     1.120e-01     1.183e-01    6.304e-03
   16      16.000s     9.967e-02     1.042e-01    4.576e-03
   17      17.000s     8.985e-02     9.246e-02    2.607e-03
   18      18.000s     8.168e-02     8.258e-02    8.969e-04
   19      19.000s     7.435e-02     7.430e-02   -4.915e-05
   20      20.000s     6.804e-02     6.736e-02   -6.831e-04
   21      21.000s     6.311e-02     6.154e-02   -1.572e-03
   22      22.000s     5.913e-02     5.666e-02   -2.471e-03
   23      23.000s     5.558e-02     5.256e-02   -3.020e-03
   24      24.000s     5.271e-02     4.913e-02   -3.577e-03
   25      25.000s     5.084e-02     4.626e-02   -4.584e-03
   26      26.000s     4.961e-02     4.385e-02   -5.765e-03
   27      27.000s     4.859e-02     4.183e-02   -6.762e-03
   28      28.000s     4.814e-02     4.013e-02   -8.007e-03
   29      29.000s     4.885e-02     3.871e-02   -1.013e-02
   30      30.000s     5.042e-02     3.752e-02   -1.290e-02

============================================================

