SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/5/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.182e+00     2.836e-02  
T     =       6.436s    363191042398815.625s  

RSS   =    5.002e-03
SD    =    1.291e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.041e+00    4.062e-02
    2       2.000s     9.024e-01     8.950e-01   -7.396e-03
    3       3.000s     7.944e-01     7.703e-01   -2.415e-02
    4       4.000s     6.884e-01     6.635e-01   -2.492e-02
    5       5.000s     5.914e-01     5.721e-01   -1.926e-02
    6       6.000s     5.046e-01     4.939e-01   -1.077e-02
    7       7.000s     4.292e-01     4.269e-01   -2.357e-03
    8       8.000s     3.663e-01     3.695e-01    3.273e-03
    9       9.000s     3.142e-01     3.204e-01    6.264e-03
   10      10.000s     2.699e-01     2.784e-01    8.554e-03
   11      11.000s     2.319e-01     2.424e-01    1.055e-02
   12      12.000s     2.004e-01     2.116e-01    1.126e-02
   13      13.000s     1.745e-01     1.853e-01    1.078e-02
   14      14.000s     1.524e-01     1.627e-01    1.026e-02
   15      15.000s     1.334e-01     1.434e-01    9.930e-03
   16      16.000s     1.177e-01     1.268e-01    9.137e-03
   17      17.000s     1.048e-01     1.126e-01    7.870e-03
   18      18.000s     9.379e-02     1.005e-01    6.722e-03
   19      19.000s     8.448e-02     9.013e-02    5.653e-03
   20      20.000s     7.706e-02     8.124e-02    4.179e-03
   21      21.000s     7.118e-02     7.363e-02    2.456e-03
   22      22.000s     6.613e-02     6.712e-02    9.917e-04
   23      23.000s     6.190e-02     6.154e-02   -3.624e-04
   24      24.000s     5.883e-02     5.677e-02   -2.060e-03
   25      25.000s     5.660e-02     5.268e-02   -3.919e-03
   26      26.000s     5.474e-02     4.918e-02   -5.556e-03
   27      27.000s     5.356e-02     4.619e-02   -7.370e-03
   28      28.000s     5.369e-02     4.362e-02   -1.007e-02
   29      29.000s     5.493e-02     4.143e-02   -1.350e-02
   30      30.000s     5.637e-02     3.955e-02   -1.682e-02

============================================================

