SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/220/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 192 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.268e+00     4.479e-02  
T     =       3.966s       55.910s  

RSS   =    4.007e-03
SD    =    1.156e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.030e+00    2.963e-02
    2       2.000s     8.437e-01     8.092e-01   -3.452e-02
    3       3.000s     6.645e-01     6.377e-01   -2.681e-02
    4       4.000s     5.054e-01     5.043e-01   -1.102e-03
    5       5.000s     3.866e-01     4.004e-01    1.389e-02
    6       6.000s     3.025e-01     3.196e-01    1.711e-02
    7       7.000s     2.411e-01     2.566e-01    1.557e-02
    8       8.000s     1.962e-01     2.075e-01    1.132e-02
    9       9.000s     1.646e-01     1.692e-01    4.621e-03
   10      10.000s     1.410e-01     1.393e-01   -1.648e-03
   11      11.000s     1.211e-01     1.160e-01   -5.124e-03
   12      12.000s     1.044e-01     9.768e-02   -6.755e-03
   13      13.000s     9.120e-02     8.332e-02   -7.883e-03
   14      14.000s     7.987e-02     7.203e-02   -7.836e-03
   15      15.000s     6.931e-02     6.313e-02   -6.181e-03
   16      16.000s     6.044e-02     5.609e-02   -4.355e-03
   17      17.000s     5.386e-02     5.049e-02   -3.373e-03
   18      18.000s     4.833e-02     4.602e-02   -2.311e-03
   19      19.000s     4.286e-02     4.242e-02   -4.377e-04
   20      20.000s     3.825e-02     3.951e-02    1.261e-03
   21      21.000s     3.518e-02     3.713e-02    1.951e-03
   22      22.000s     3.280e-02     3.517e-02    2.362e-03
   23      23.000s     3.038e-02     3.353e-02    3.150e-03
   24      24.000s     2.854e-02     3.215e-02    3.611e-03
   25      25.000s     2.781e-02     3.096e-02    3.150e-03
   26      26.000s     2.751e-02     2.994e-02    2.425e-03
   27      27.000s     2.709e-02     2.904e-02    1.949e-03
   28      28.000s     2.723e-02     2.824e-02    1.002e-03
   29      29.000s     2.853e-02     2.751e-02   -1.022e-03
   30      30.000s     3.034e-02     2.685e-02   -3.492e-03

============================================================

