SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/305/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 277 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.155e+00     1.151e-01  
T     =       4.058s       47.713s  

RSS   =    1.332e-03
SD    =    6.664e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.015e+00    1.512e-02
    2       2.000s     8.333e-01     8.157e-01   -1.762e-02
    3       3.000s     6.739e-01     6.593e-01   -1.462e-02
    4       4.000s     5.383e-01     5.367e-01   -1.588e-03
    5       5.000s     4.321e-01     4.404e-01    8.273e-03
    6       6.000s     3.530e-01     3.647e-01    1.162e-02
    7       7.000s     2.949e-01     3.051e-01    1.015e-02
    8       8.000s     2.519e-01     2.581e-01    6.241e-03
    9       9.000s     2.195e-01     2.210e-01    1.475e-03
   10      10.000s     1.943e-01     1.915e-01   -2.813e-03
   11      11.000s     1.736e-01     1.682e-01   -5.493e-03
   12      12.000s     1.558e-01     1.495e-01   -6.335e-03
   13      13.000s     1.405e-01     1.345e-01   -5.970e-03
   14      14.000s     1.275e-01     1.225e-01   -5.001e-03
   15      15.000s     1.163e-01     1.127e-01   -3.620e-03
   16      16.000s     1.067e-01     1.047e-01   -2.023e-03
   17      17.000s     9.865e-02     9.809e-02   -5.606e-04
   18      18.000s     9.199e-02     9.260e-02    6.130e-04
   19      19.000s     8.637e-02     8.798e-02    1.606e-03
   20      20.000s     8.161e-02     8.404e-02    2.430e-03
   21      21.000s     7.770e-02     8.064e-02    2.942e-03
   22      22.000s     7.456e-02     7.768e-02    3.120e-03
   23      23.000s     7.200e-02     7.506e-02    3.060e-03
   24      24.000s     7.000e-02     7.272e-02    2.721e-03
   25      25.000s     6.857e-02     7.059e-02    2.023e-03
   26      26.000s     6.752e-02     6.865e-02    1.130e-03
   27      27.000s     6.659e-02     6.685e-02    2.617e-04
   28      28.000s     6.589e-02     6.517e-02   -7.264e-04
   29      29.000s     6.579e-02     6.358e-02   -2.202e-03
   30      30.000s     6.631e-02     6.209e-02   -4.223e-03

============================================================

