SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/50/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.162e+00     1.998e-02  
T     =       6.344s    1621071370698655.500s  

RSS   =    2.481e-03
SD    =    9.094e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.013e+00    1.287e-02
    2       2.000s     8.661e-01     8.681e-01    1.972e-03
    3       3.000s     7.449e-01     7.444e-01   -5.239e-04
    4       4.000s     6.433e-01     6.387e-01   -4.529e-03
    5       5.000s     5.579e-01     5.485e-01   -9.418e-03
    6       6.000s     4.844e-01     4.714e-01   -1.301e-02
    7       7.000s     4.197e-01     4.056e-01   -1.409e-02
    8       8.000s     3.611e-01     3.493e-01   -1.180e-02
    9       9.000s     3.077e-01     3.013e-01   -6.380e-03
   10      10.000s     2.600e-01     2.603e-01    2.720e-04
   11      11.000s     2.192e-01     2.252e-01    6.044e-03
   12      12.000s     1.851e-01     1.953e-01    1.018e-02
   13      13.000s     1.569e-01     1.697e-01    1.283e-02
   14      14.000s     1.339e-01     1.479e-01    1.398e-02
   15      15.000s     1.156e-01     1.292e-01    1.364e-02
   16      16.000s     1.010e-01     1.133e-01    1.229e-02
   17      17.000s     8.920e-02     9.969e-02    1.049e-02
   18      18.000s     7.974e-02     8.807e-02    8.328e-03
   19      19.000s     7.223e-02     7.814e-02    5.906e-03
   20      20.000s     6.588e-02     6.965e-02    3.777e-03
   21      21.000s     6.010e-02     6.241e-02    2.313e-03
   22      22.000s     5.507e-02     5.622e-02    1.150e-03
   23      23.000s     5.120e-02     5.094e-02   -2.632e-04
   24      24.000s     4.837e-02     4.642e-02   -1.948e-03
   25      25.000s     4.624e-02     4.256e-02   -3.674e-03
   26      26.000s     4.479e-02     3.927e-02   -5.516e-03
   27      27.000s     4.410e-02     3.646e-02   -7.644e-03
   28      28.000s     4.399e-02     3.405e-02   -9.935e-03
   29      29.000s     4.429e-02     3.200e-02   -1.229e-02
   30      30.000s     4.528e-02     3.025e-02   -1.503e-02

============================================================

