SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/212/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.239e+00     2.259e-02  
T     =       5.652s    888607506876116.500s  

RSS   =    1.214e-02
SD    =    2.012e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.060e+00    6.040e-02
    2       2.000s     9.035e-01     8.921e-01   -1.135e-02
    3       3.000s     7.965e-01     7.511e-01   -4.542e-02
    4       4.000s     6.799e-01     6.330e-01   -4.694e-02
    5       5.000s     5.636e-01     5.340e-01   -2.961e-02
    6       6.000s     4.598e-01     4.511e-01   -8.731e-03
    7       7.000s     3.744e-01     3.816e-01    7.232e-03
    8       8.000s     3.064e-01     3.234e-01    1.704e-02
    9       9.000s     2.527e-01     2.746e-01    2.190e-02
   10      10.000s     2.110e-01     2.338e-01    2.277e-02
   11      11.000s     1.788e-01     1.995e-01    2.072e-02
   12      12.000s     1.535e-01     1.708e-01    1.735e-02
   13      13.000s     1.329e-01     1.468e-01    1.387e-02
   14      14.000s     1.160e-01     1.267e-01    1.067e-02
   15      15.000s     1.019e-01     1.098e-01    7.829e-03
   16      16.000s     9.016e-02     9.564e-02    5.478e-03
   17      17.000s     8.014e-02     8.380e-02    3.660e-03
   18      18.000s     7.162e-02     7.387e-02    2.250e-03
   19      19.000s     6.444e-02     6.556e-02    1.117e-03
   20      20.000s     5.846e-02     5.859e-02    1.330e-04
   21      21.000s     5.366e-02     5.275e-02   -9.105e-04
   22      22.000s     5.002e-02     4.786e-02   -2.153e-03
   23      23.000s     4.726e-02     4.377e-02   -3.496e-03
   24      24.000s     4.514e-02     4.033e-02   -4.811e-03
   25      25.000s     4.363e-02     3.746e-02   -6.178e-03
   26      26.000s     4.276e-02     3.505e-02   -7.710e-03
   27      27.000s     4.229e-02     3.303e-02   -9.263e-03
   28      28.000s     4.196e-02     3.133e-02   -1.062e-02
   29      29.000s     4.180e-02     2.992e-02   -1.188e-02
   30      30.000s     4.208e-02     2.873e-02   -1.335e-02

============================================================

