SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/126/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 133 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.253e+00     4.212e-02  
T     =       4.166s      165.818s  

RSS   =    3.539e-03
SD    =    1.086e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.027e+00    2.720e-02
    2       2.000s     8.404e-01     8.167e-01   -2.375e-02
    3       3.000s     6.803e-01     6.510e-01   -2.923e-02
    4       4.000s     5.320e-01     5.207e-01   -1.132e-02
    5       5.000s     4.089e-01     4.181e-01    9.254e-03
    6       6.000s     3.184e-01     3.374e-01    1.895e-02
    7       7.000s     2.561e-01     2.738e-01    1.767e-02
    8       8.000s     2.113e-01     2.237e-01    1.246e-02
    9       9.000s     1.772e-01     1.843e-01    7.143e-03
   10      10.000s     1.518e-01     1.533e-01    1.448e-03
   11      11.000s     1.326e-01     1.288e-01   -3.775e-03
   12      12.000s     1.158e-01     1.095e-01   -6.370e-03
   13      13.000s     1.008e-01     9.424e-02   -6.558e-03
   14      14.000s     8.866e-02     8.221e-02   -6.448e-03
   15      15.000s     7.913e-02     7.269e-02   -6.435e-03
   16      16.000s     7.049e-02     6.516e-02   -5.329e-03
   17      17.000s     6.257e-02     5.919e-02   -3.383e-03
   18      18.000s     5.656e-02     5.444e-02   -2.117e-03
   19      19.000s     5.222e-02     5.066e-02   -1.561e-03
   20      20.000s     4.804e-02     4.764e-02   -4.011e-04
   21      21.000s     4.381e-02     4.522e-02    1.408e-03
   22      22.000s     4.068e-02     4.327e-02    2.583e-03
   23      23.000s     3.885e-02     4.168e-02    2.834e-03
   24      24.000s     3.735e-02     4.039e-02    3.048e-03
   25      25.000s     3.603e-02     3.933e-02    3.304e-03
   26      26.000s     3.570e-02     3.845e-02    2.748e-03
   27      27.000s     3.636e-02     3.771e-02    1.353e-03
   28      28.000s     3.713e-02     3.709e-02   -3.878e-05
   29      29.000s     3.794e-02     3.655e-02   -1.385e-03
   30      30.000s     3.954e-02     3.609e-02   -3.453e-03

============================================================

