SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/235/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 10000 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.205e+00     9.167e-03  
T     =       6.561s    111311180343652.781s  

RSS   =    6.078e-03
SD    =    1.423e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.044e+00    4.365e-02
    2       2.000s     9.019e-01     8.974e-01   -4.534e-03
    3       3.000s     7.981e-01     7.718e-01   -2.628e-02
    4       4.000s     6.935e-01     6.640e-01   -2.952e-02
    5       5.000s     5.936e-01     5.714e-01   -2.213e-02
    6       6.000s     5.038e-01     4.920e-01   -1.184e-02
    7       7.000s     4.270e-01     4.237e-01   -3.279e-03
    8       8.000s     3.624e-01     3.651e-01    2.662e-03
    9       9.000s     3.081e-01     3.148e-01    6.689e-03
   10      10.000s     2.622e-01     2.716e-01    9.334e-03
   11      11.000s     2.235e-01     2.345e-01    1.094e-02
   12      12.000s     1.907e-01     2.026e-01    1.193e-02
   13      13.000s     1.628e-01     1.753e-01    1.247e-02
   14      14.000s     1.393e-01     1.518e-01    1.248e-02
   15      15.000s     1.197e-01     1.316e-01    1.196e-02
   16      16.000s     1.033e-01     1.143e-01    1.105e-02
   17      17.000s     8.974e-02     9.945e-02    9.717e-03
   18      18.000s     7.882e-02     8.669e-02    7.871e-03
   19      19.000s     6.997e-02     7.573e-02    5.761e-03
   20      20.000s     6.244e-02     6.632e-02    3.880e-03
   21      21.000s     5.589e-02     5.824e-02    2.348e-03
   22      22.000s     5.049e-02     5.130e-02    8.105e-04
   23      23.000s     4.634e-02     4.535e-02   -9.891e-04
   24      24.000s     4.313e-02     4.023e-02   -2.895e-03
   25      25.000s     4.055e-02     3.584e-02   -4.711e-03
   26      26.000s     3.862e-02     3.207e-02   -6.555e-03
   27      27.000s     3.749e-02     2.883e-02   -8.662e-03
   28      28.000s     3.717e-02     2.605e-02   -1.111e-02
   29      29.000s     3.758e-02     2.366e-02   -1.392e-02
   30      30.000s     3.875e-02     2.161e-02   -1.714e-02

============================================================

