SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/108/pdata/991/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 478 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.085e+00     1.646e-01  
T     =       4.079s       16.243s  

RSS   =    6.750e-04
SD    =    4.743e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.004e+00    3.759e-03
    2       2.000s     8.199e-01     8.099e-01   -9.946e-03
    3       3.000s     6.581e-01     6.568e-01   -1.367e-03
    4       4.000s     5.302e-01     5.355e-01    5.364e-03
    5       5.000s     4.323e-01     4.394e-01    7.045e-03
    6       6.000s     3.572e-01     3.629e-01    5.746e-03
    7       7.000s     2.997e-01     3.019e-01    2.232e-03
    8       8.000s     2.554e-01     2.532e-01   -2.238e-03
    9       9.000s     2.193e-01     2.140e-01   -5.342e-03
   10      10.000s     1.886e-01     1.824e-01   -6.211e-03
   11      11.000s     1.626e-01     1.567e-01   -5.912e-03
   12      12.000s     1.410e-01     1.358e-01   -5.158e-03
   13      13.000s     1.222e-01     1.187e-01   -3.545e-03
   14      14.000s     1.057e-01     1.046e-01   -1.166e-03
   15      15.000s     9.186e-02     9.278e-02    9.157e-04
   16      16.000s     8.073e-02     8.291e-02    2.180e-03
   17      17.000s     7.138e-02     7.458e-02    3.194e-03
   18      18.000s     6.320e-02     6.748e-02    4.276e-03
   19      19.000s     5.650e-02     6.137e-02    4.876e-03
   20      20.000s     5.141e-02     5.609e-02    4.678e-03
   21      21.000s     4.725e-02     5.147e-02    4.215e-03
   22      22.000s     4.348e-02     4.740e-02    3.927e-03
   23      23.000s     4.029e-02     4.379e-02    3.508e-03
   24      24.000s     3.796e-02     4.057e-02    2.609e-03
   25      25.000s     3.624e-02     3.767e-02    1.435e-03
   26      26.000s     3.485e-02     3.505e-02    2.016e-04
   27      27.000s     3.403e-02     3.267e-02   -1.361e-03
   28      28.000s     3.409e-02     3.049e-02   -3.602e-03
   29      29.000s     3.504e-02     2.849e-02   -6.550e-03
   30      30.000s     3.685e-02     2.665e-02   -1.021e-02

============================================================

