SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/264/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 275 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.246e+00     5.414e-02  
T     =       4.040s       89.409s  

RSS   =    3.574e-03
SD    =    1.091e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.026e+00    2.620e-02
    2       2.000s     8.413e-01     8.123e-01   -2.898e-02
    3       3.000s     6.730e-01     6.452e-01   -2.771e-02
    4       4.000s     5.168e-01     5.147e-01   -2.149e-03
    5       5.000s     3.959e-01     4.126e-01    1.669e-02
    6       6.000s     3.141e-01     3.328e-01    1.865e-02
    7       7.000s     2.573e-01     2.704e-01    1.304e-02
    8       8.000s     2.130e-01     2.215e-01    8.533e-03
    9       9.000s     1.792e-01     1.832e-01    4.010e-03
   10      10.000s     1.556e-01     1.533e-01   -2.388e-03
   11      11.000s     1.370e-01     1.297e-01   -7.225e-03
   12      12.000s     1.192e-01     1.112e-01   -7.976e-03
   13      13.000s     1.040e-01     9.671e-02   -7.267e-03
   14      14.000s     9.273e-02     8.525e-02   -7.479e-03
   15      15.000s     8.308e-02     7.619e-02   -6.886e-03
   16      16.000s     7.305e-02     6.901e-02   -4.038e-03
   17      17.000s     6.439e-02     6.331e-02   -1.084e-03
   18      18.000s     5.871e-02     5.874e-02    3.122e-05
   19      19.000s     5.441e-02     5.508e-02    6.655e-04
   20      20.000s     4.982e-02     5.211e-02    2.290e-03
   21      21.000s     4.598e-02     4.970e-02    3.718e-03
   22      22.000s     4.395e-02     4.771e-02    3.758e-03
   23      23.000s     4.254e-02     4.606e-02    3.523e-03
   24      24.000s     4.075e-02     4.467e-02    3.924e-03
   25      25.000s     3.983e-02     4.349e-02    3.668e-03
   26      26.000s     4.072e-02     4.248e-02    1.761e-03
   27      27.000s     4.203e-02     4.159e-02   -4.402e-04
   28      28.000s     4.232e-02     4.080e-02   -1.517e-03
   29      29.000s     4.221e-02     4.010e-02   -2.118e-03
   30      30.000s     4.263e-02     3.945e-02   -3.176e-03

============================================================

