SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/113/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 375 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.277e+00     3.082e-02  
T     =       4.128s      158.240s  

RSS   =    4.316e-03
SD    =    1.199e-02

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.033e+00    3.260e-02
    2       2.000s     8.499e-01     8.168e-01   -3.304e-02
    3       3.000s     6.766e-01     6.475e-01   -2.918e-02
    4       4.000s     5.216e-01     5.145e-01   -7.083e-03
    5       5.000s     4.016e-01     4.101e-01    8.448e-03
    6       6.000s     3.127e-01     3.281e-01    1.542e-02
    7       7.000s     2.461e-01     2.637e-01    1.758e-02
    8       8.000s     1.976e-01     2.131e-01    1.556e-02
    9       9.000s     1.636e-01     1.734e-01    9.762e-03
   10      10.000s     1.391e-01     1.422e-01    3.079e-03
   11      11.000s     1.195e-01     1.176e-01   -1.867e-03
   12      12.000s     1.034e-01     9.833e-02   -5.027e-03
   13      13.000s     9.023e-02     8.314e-02   -7.088e-03
   14      14.000s     7.892e-02     7.118e-02   -7.739e-03
   15      15.000s     6.861e-02     6.176e-02   -6.845e-03
   16      16.000s     5.980e-02     5.433e-02   -5.473e-03
   17      17.000s     5.303e-02     4.846e-02   -4.572e-03
   18      18.000s     4.770e-02     4.382e-02   -3.888e-03
   19      19.000s     4.304e-02     4.013e-02   -2.903e-03
   20      20.000s     3.897e-02     3.721e-02   -1.760e-03
   21      21.000s     3.558e-02     3.488e-02   -7.016e-04
   22      22.000s     3.261e-02     3.301e-02    3.993e-04
   23      23.000s     3.006e-02     3.151e-02    1.448e-03
   24      24.000s     2.832e-02     3.030e-02    1.983e-03
   25      25.000s     2.728e-02     2.931e-02    2.026e-03
   26      26.000s     2.630e-02     2.850e-02    2.204e-03
   27      27.000s     2.519e-02     2.783e-02    2.645e-03
   28      28.000s     2.467e-02     2.727e-02    2.605e-03
   29      29.000s     2.523e-02     2.680e-02    1.567e-03
   30      30.000s     2.652e-02     2.639e-02   -1.278e-04

============================================================

