SIMFIT RESULTS
==============

Dataset : /opt/topspin3.5pl5/data/olatomiwabifarin/BR1_BIF_5_noesypr1d/343/pdata/992/ct1t2.txt

INTENSITY fit : Exponential decay (T2 or T1rho) : I[t]=I[0]*exp(-t/T)

30 points for Peak 1

Converged after 347 iterations!

Results     Comp. 1       Comp. 2    

I[0]  =    1.156e+00     6.820e-02  
T     =       4.818s       50.625s  

RSS   =    8.702e-04
SD    =    5.386e-03

Point       Tau          Expt          Calc       Difference

    1       1.000s     1.000e+00     1.006e+00    6.363e-03
    2       2.000s     8.421e-01     8.290e-01   -1.316e-02
    3       3.000s     6.891e-01     6.846e-01   -4.535e-03
    4       4.000s     5.625e-01     5.671e-01    4.578e-03
    5       5.000s     4.632e-01     4.714e-01    8.162e-03
    6       6.000s     3.852e-01     3.934e-01    8.165e-03
    7       7.000s     3.242e-01     3.298e-01    5.625e-03
    8       8.000s     2.768e-01     2.780e-01    1.214e-03
    9       9.000s     2.389e-01     2.357e-01   -3.208e-03
   10      10.000s     2.071e-01     2.011e-01   -6.066e-03
   11      11.000s     1.800e-01     1.728e-01   -7.211e-03
   12      12.000s     1.566e-01     1.496e-01   -7.037e-03
   13      13.000s     1.364e-01     1.306e-01   -5.767e-03
   14      14.000s     1.188e-01     1.150e-01   -3.834e-03
   15      15.000s     1.040e-01     1.021e-01   -1.860e-03
   16      16.000s     9.154e-02     9.149e-02   -4.720e-05
   17      17.000s     8.097e-02     8.269e-02    1.721e-03
   18      18.000s     7.215e-02     7.537e-02    3.225e-03
   19      19.000s     6.522e-02     6.927e-02    4.047e-03
   20      20.000s     5.988e-02     6.415e-02    4.268e-03
   21      21.000s     5.545e-02     5.984e-02    4.393e-03
   22      22.000s     5.160e-02     5.619e-02    4.589e-03
   23      23.000s     4.852e-02     5.307e-02    4.551e-03
   24      24.000s     4.635e-02     5.039e-02    4.045e-03
   25      25.000s     4.497e-02     4.807e-02    3.101e-03
   26      26.000s     4.435e-02     4.605e-02    1.701e-03
   27      27.000s     4.457e-02     4.427e-02   -2.971e-04
   28      28.000s     4.556e-02     4.269e-02   -2.868e-03
   29      29.000s     4.698e-02     4.127e-02   -5.703e-03
   30      30.000s     4.834e-02     3.999e-02   -8.349e-03

============================================================

